TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
1.37,0.522,0.63,3.835,5.245,2.083,2.865,9.974,0.293,0.009,0.066,0.502
0.94,0.174,0.454,1.996,5.529,1.797,3.473,10.844,0.268,0.008,0.054,0.456
0.747,0.107,0.304,1.524,5.979,2.471,3.7,9.451,0.255,0.008,0.054,0.447
0.598,0.074,0.233,1.26,5.577,2.561,3.112,10.787,0.286,0.013,0.088,0.54
0.527,0.066,0.19,1.077,5.976,2.71,3.534,10.876,0.271,0.01,0.083,0.482
1.384,0.646,0.57,3.838,4.847,1.014,3.107,8.041,0.321,0.008,0.116,0.521
0.943,0.198,0.348,2.005,5.241,1.758,3.219,8.318,0.29,0.011,0.095,0.507
0.702,0.109,0.274,1.49,5.77,1.973,2.975,8.981,0.266,0.009,0.083,0.527
0.567,0.079,0.204,1.156,5.491,1.978,3.317,9.91,0.295,0.01,0.116,0.502
0.449,0.051,0.154,0.923,5.586,1.534,3.28,8.609,0.3,0.008,0.139,0.544
1.292,0.581,0.46,3.615,4.896,1.342,3.197,8.944,0.327,0.009,0.087,0.563
0.893,0.192,0.294,1.831,5.214,1.173,3.295,8.815,0.299,0.007,0.095,0.488
0.694,0.115,0.207,1.353,5.498,1.448,3.202,9.243,0.284,0.007,0.126,0.498
0.528,0.075,0.164,1.087,5.271,1.816,3.153,8.566,0.316,0.01,0.113,0.535
0.438,0.049,0.129,0.865,5.28,2.155,3.738,9.843,0.319,0.01,0.117,0.477
1.238,0.453,0.422,2.724,4.53,1.112,2.804,7.745,0.363,0.012,0.151,0.56
0.828,0.164,0.178,1.68,5.16,1.536,3.306,8.9,0.308,0.01,0.117,0.488
0.644,0.112,0.178,1.335,5.165,1.503,3.672,9.705,0.313,0.01,0.041,0.461
0.503,0.07,0.144,1.071,4.815,1.547,2.959,9.438,0.353,0.01,0.141,0.527
0.466,0.118,0.114,2.17,4.844,1.468,3.161,9.027,0.357,0.01,0.126,0.5
1.191,0.466,0.405,3.087,4.334,1.011,3.004,8.924,0.383,0.008,0.158,0.535
0.806,0.171,0.204,1.696,4.45,0.833,2.879,7.281,0.375,0.01,0.164,0.61
0.594,0.095,0.148,1.267,4.493,0.812,2.86,7.052,0.38,0.007,0.169,0.56
0.472,0.065,0.107,1.052,4.659,1.178,2.723,7.631,0.366,0.009,0.169,0.564
0.365,0.04,0.084,0.827,4.897,2.302,3.215,10.387,0.367,0.012,0.134,0.524
1.146,0.422,0.373,2.755,4.216,1.104,2.69,8.532,0.401,0.009,0.208,0.605
0.797,0.167,0.213,1.584,4.279,0.538,2.841,6.345,0.387,0.007,0.182,0.56
0.6,0.099,0.129,1.244,4.492,0.907,2.924,7.478,0.379,0.007,0.239,0.556
0.449,0.061,0.102,0.949,4.404,0.679,2.806,7.55,0.39,0.007,0.201,0.581
0.361,0.038,0.069,0.747,4.419,1.044,3.007,7.577,0.398,0.008,0.181,0.556
1.16,0.51,0.307,2.796,4.119,1.124,2.775,8.885,0.415,0.008,0.233,0.558
0.758,0.197,0.122,1.739,4.089,0.57,2.631,5.839,0.419,0.007,0.219,0.585
0.568,0.109,0.115,1.316,4.152,0.796,2.769,6.518,0.416,0.008,0.195,0.585
0.438,0.068,0.088,1.016,4.23,0.66,2.864,6.098,0.413,0.006,0.238,0.56
0.374,0.042,0.067,0.827,4.116,0.679,2.7,6.68,0.43,0.006,0.22,0.585
1.106,0.48,0.27,2.738,3.874,0.712,2.558,6.343,0.449,0.008,0.252,0.614
0.73,0.187,0.146,1.643,3.886,0.56,2.78,6.659,0.441,0.005,0.264,0.577
0.537,0.106,0.093,1.206,4.014,0.722,2.719,6.841,0.436,0.006,0.279,0.589
0.41,0.061,0.064,0.908,4.046,0.996,2.976,7.398,0.443,0.008,0.194,0.565
0.315,0.037,0.056,0.736,3.983,0.481,2.906,5.597,0.452,0.005,0.308,0.56
1.063,0.519,0.271,2.776,3.849,0.626,2.728,7.106,0.446,0.006,0.277,0.568
0.708,0.195,0.126,1.689,3.91,0.533,2.812,6.191,0.446,0.005,0.245,0.593
0.519,0.109,0.082,1.28,3.978,0.716,2.781,6.191,0.446,0.005,0.308,0.581
0.383,0.062,0.062,1.013,3.828,0.451,2.725,6.055,0.464,0.005,0.258,0.602
