TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.782,0.139,0.185,1.609,4.907,0.952,3.521,7.788,0.397,0.003,0.276,0.503
0.512,0.058,0.116,1.077,5.147,1.216,3.684,8.155,0.387,0.002,0.281,0.477
0.332,0.025,0.064,0.677,5.197,1.086,3.902,8.532,0.384,0.002,0.252,0.471
0.307,0.101,0.048,1.552,5.279,1.025,3.704,7.693,0.39,0.001,0.314,0.484
1.301,0.428,0.348,3.059,4.921,1.02,3.526,7.703,0.398,0.003,0.315,0.503
0.749,0.133,0.144,1.603,4.965,1.564,3.37,9.275,0.401,0.002,0.255,0.49
0.449,0.053,0.091,1.019,5.119,1.241,3.56,8.869,0.394,0.002,0.281,0.5
0.295,0.023,0.056,0.665,5.326,1.739,3.514,9.219,0.392,0.002,0.281,0.51
0.191,0.008,0.041,0.398,5.369,1.138,4.019,7.923,0.396,0.002,0.294,0.49
1.191,0.423,0.302,3.064,4.889,1.327,3.383,7.961,0.399,0.003,0.291,0.549
0.706,0.129,0.122,1.525,4.949,1.468,3.325,7.91,0.403,0.002,0.314,0.536
0.438,0.05,0.082,0.944,5.138,1.475,3.768,9.179,0.398,0.002,0.325,0.523
0.263,0.017,0.053,0.579,5.244,1.575,3.607,9.586,0.397,0.002,0.32,0.505
0.201,0.038,0.041,1.405,5.426,1.786,3.72,8.915,0.4,0.002,0.3,0.523
1.194,0.378,0.262,3.031,4.967,1.802,3.475,8.733,0.393,0.002,0.243,0.477
0.634,0.117,0.118,1.473,4.989,1.493,3.595,7.613,0.405,0.003,0.261,0.498
0.401,0.045,0.07,0.969,5.026,1.559,3.527,8.457,0.41,0.002,0.315,0.53
0.251,0.017,0.052,0.602,5.238,1.572,3.474,9.072,0.405,0.002,0.315,0.487
0.291,0.209,0.032,2.555,5.484,1.519,3.626,9.536,0.396,0.002,0.307,0.536
1.141,0.409,0.263,2.872,4.891,1.362,3.375,7.561,0.403,0.002,0.301,0.498
0.625,0.124,0.087,1.465,5.011,1.669,3.462,8.429,0.409,0.003,0.281,0.49
0.366,0.047,0.044,0.897,5.08,1.438,3.198,8.795,0.412,0.002,0.333,0.549
0.23,0.017,0.039,0.567,5.337,1.687,3.631,8.743,0.406,0.002,0.275,0.497
0.146,0.006,0.027,0.351,5.489,1.794,3.902,9.648,0.4,0.001,0.314,0.477
1.059,0.415,0.103,3.004,4.895,1.689,3.332,8.443,0.413,0.002,0.315,0.529
0.583,0.117,0.068,1.454,4.967,1.409,3.423,7.88,0.416,0.002,0.281,0.516
0.349,0.043,0.047,0.928,5.179,2.178,3.687,10.71,0.411,0.003,0.281,0.549
0.206,0.016,0.034,0.582,5.323,1.787,3.646,8.972,0.411,0.002,0.294,0.51
0.155,0.028,0.026,1.206,5.507,1.97,3.786,9.52,0.406,0.001,0.32,0.493
1.085,0.455,0.173,2.968,4.951,1.846,3.458,9.053,0.415,0.002,0.292,0.516
0.538,0.122,0.062,1.506,4.942,1.474,3.189,8.008,0.419,0.002,0.288,0.503
0.327,0.046,0.041,0.918,5.161,1.896,3.554,9.145,0.421,0.002,0.325,0.529
0.204,0.016,0.027,0.575,5.293,1.719,3.424,9.134,0.41,0.002,0.32,0.51
0.196,0.064,0.022,1.32,5.386,2.069,3.944,10.55,0.412,0.002,0.3,0.495
1.028,0.425,0.134,2.936,4.919,1.92,3.346,9.176,0.421,0.002,0.311,0.516
0.536,0.111,0.06,1.443,5.073,2.459,3.182,10.3,0.421,0.002,0.301,0.542
0.297,0.038,0.035,0.868,5.238,2.105,3.623,9.444,0.414,0.002,0.294,0.503
0.188,0.013,0.03,0.546,5.402,2.519,3.523,9.308,0.416,0.003,0.276,0.554
0.117,0.004,0.023,0.331,5.612,2.031,3.857,9.701,0.41,0.002,0.276,0.504
0.96,0.409,0.066,2.95,4.976,1.975,3.549,9.46,0.418,0.002,0.3,0.534
0.517,0.115,0.054,1.495,5.218,2.196,3.464,10.016,0.413,0.003,0.261,0.539
0.301,0.04,0.032,0.948,5.14,2.238,3.048,9.068,0.424,0.002,0.32,0.539
0.172,0.012,0.017,0.569,5.49,2.599,3.354,11.112,0.409,0.003,0.268,0.529
