TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.279,0.145,0.065,2.425,5.579,1.155,3.998,8.152,0.392,0.002,0.261,0.496
1.247,0.428,0.218,3.168,4.943,0.586,3.282,7.119,0.396,0.003,0.286,0.53
0.686,0.116,0.218,1.711,5.051,0.745,3.608,7.424,0.398,0.002,0.266,0.481
0.402,0.049,0.089,1.071,5.174,0.716,3.752,7.686,0.394,0.002,0.261,0.481
0.255,0.018,0.05,0.702,5.352,0.751,3.873,7.866,0.395,0.002,0.315,0.474
0.163,0.006,0.049,0.435,5.745,1.29,4.059,8.881,0.388,0.002,0.286,0.508
1.121,0.38,0.19,2.775,4.943,0.737,3.507,7.003,0.403,0.003,0.266,0.519
0.615,0.1,0.084,1.444,5.013,0.98,3.198,7.819,0.413,0.003,0.271,0.508
0.368,0.04,0.084,0.94,5.24,1.052,3.447,7.701,0.403,0.002,0.327,0.51
0.221,0.013,0.047,0.553,5.463,0.94,3.438,7.956,0.4,0.002,0.296,0.48
0.15,0.006,0.04,0.359,5.551,1.012,3.756,8.316,0.395,0.002,0.296,0.477
1.112,0.386,0.319,3.031,5.017,0.879,3.506,7.265,0.402,0.003,0.266,0.53
0.558,0.098,0.086,1.519,5.053,0.877,3.541,8.296,0.416,0.002,0.296,0.515
0.342,0.036,0.072,0.907,5.141,0.959,3.633,7.545,0.411,0.002,0.281,0.51
0.213,0.013,0.054,0.62,5.373,1.057,4.013,8.243,0.399,0.002,0.296,0.492
0.224,0.172,0.041,2.874,5.559,0.951,3.905,8.111,0.401,0.002,0.32,0.481
1.063,0.375,0.111,2.874,4.904,0.705,3.334,6.937,0.41,0.003,0.251,0.508
0.552,0.099,0.111,1.413,5.012,0.762,3.298,7.165,0.416,0.003,0.236,0.515
0.306,0.03,0.043,0.852,5.264,1.086,3.582,7.667,0.412,0.003,0.286,0.546
0.196,0.012,0.034,0.515,5.493,0.977,3.743,7.679,0.401,0.002,0.276,0.487
0.121,0.004,0.032,0.322,5.548,0.996,3.951,7.922,0.404,0.002,0.296,0.511
0.983,0.417,0.103,2.792,4.833,0.689,3.14,6.763,0.417,0.004,0.271,0.519
0.514,0.102,0.056,1.414,4.958,0.741,3.375,6.867,0.424,0.003,0.246,0.504
0.297,0.034,0.056,0.837,5.26,0.995,3.605,8.397,0.411,0.003,0.291,0.511
0.174,0.01,0.035,0.509,5.509,1.063,3.639,7.624,0.405,0.003,0.256,0.508
0.118,0.004,0.033,0.299,5.814,1.357,3.964,9.573,0.397,0.003,0.271,0.526
0.978,0.361,0.227,2.64,4.909,0.67,3.197,7.015,0.416,0.003,0.276,0.506
0.479,0.106,0.065,1.437,4.98,0.787,3.312,6.984,0.43,0.003,0.281,0.546
0.285,0.034,0.047,0.862,5.286,1.119,3.291,7.975,0.415,0.003,0.266,0.546
0.169,0.01,0.041,0.492,5.587,1.323,3.624,8.378,0.408,0.002,0.325,0.5
0.162,0.039,0.039,0.997,5.689,1.577,2.953,8.811,0.409,0.002,0.251,0.515
0.936,0.35,0.083,2.61,4.851,0.882,2.953,7.249,0.428,0.003,0.271,0.545
0.472,0.099,0.083,1.438,5.08,0.962,3.362,7.249,0.424,0.003,0.281,0.519
0.256,0.03,0.032,0.8,5.287,1.061,3.586,7.748,0.416,0.002,0.281,0.511
0.16,0.01,0.027,0.476,5.545,1.199,3.371,8.359,0.411,0.002,0.305,0.511
0.101,0.003,0.027,0.292,5.735,1.789,3.284,10.09,0.413,0.002,0.291,0.52
0.879,0.386,0.075,2.548,4.966,0.825,3.3,7.568,0.425,0.002,0.315,0.526
0.439,0.09,0.044,1.277,5.058,0.893,3.426,7.463,0.431,0.003,0.266,0.533
0.247,0.026,0.044,0.729,5.316,1.246,3.404,8.937,0.419,0.003,0.3,0.541
0.145,0.009,0.023,0.434,5.499,1.495,3.427,7.869,0.421,0.002,0.281,0.511
