TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.446,0.038,0.02,0.795,3.714,2.189,1.688,7.294,0.474,0.027,0.112,0.723
0.373,0.05,0.014,1.481,3.59,1.626,1.954,8.415,0.48,0.029,0.111,0.723
1.096,0.22,0.033,2.385,3.02,0.727,1.67,5.656,0.513,0.015,0.3,0.738
0.735,0.088,0.029,1.449,3.221,1.403,1.661,7.518,0.505,0.017,0.184,0.7
0.57,0.056,0.022,1.055,3.443,2.211,1.636,9.426,0.489,0.021,0.123,0.704
0.44,0.038,0.016,0.836,3.532,2.751,1.733,9.489,0.482,0.024,0.094,0.723
0.415,0.095,0.011,1.528,3.558,2.916,1.742,10.505,0.495,0.027,0.101,0.715
1.056,0.193,0.024,2.054,2.9,0.625,1.557,4.707,0.531,0.014,0.268,0.742
0.724,0.092,0.026,1.384,3.117,1.177,1.557,7.143,0.51,0.02,0.194,0.738
0.531,0.053,0.017,1.031,3.379,1.835,1.643,9.017,0.488,0.025,0.106,0.699
0.412,0.034,0.015,0.833,3.623,2.248,1.607,8.71,0.477,0.028,0.139,0.715
0.318,0.021,0.009,0.659,3.597,3.067,2.017,12.157,0.497,0.031,0.089,0.753
1.021,0.172,0.017,2.17,2.988,0.617,1.712,5.187,0.522,0.016,0.189,0.694
0.717,0.088,0.012,1.436,3.249,1.283,1.64,6.517,0.498,0.021,0.168,0.757
0.544,0.054,0.01,1.039,3.23,1.548,1.732,8.513,0.501,0.027,0.128,0.73
0.4,0.034,0.009,0.843,3.432,1.798,1.908,7.289,0.5,0.026,0.131,0.719
0.33,0.039,0.008,1.254,3.681,2.958,1.687,11.796,0.488,0.027,0.106,0.687
1.025,0.195,0.016,2.137,2.809,0.648,1.578,4.775,0.551,0.011,0.358,0.708
0.666,0.082,0.011,1.318,3.167,1.414,1.566,8.124,0.507,0.02,0.111,0.764
0.499,0.047,0.012,0.925,3.186,1.326,1.612,8.124,0.52,0.022,0.111,0.764
0.385,0.03,0.009,0.719,3.202,1.612,1.557,9.331,0.526,0.021,0.128,0.76
0.376,0.109,0.006,1.374,3.17,1.074,1.545,6.31,0.53,0.018,0.161,0.7
0.983,0.175,0.013,2.06,2.746,0.551,1.462,4.699,0.565,0.01,0.311,0.749
0.659,0.08,0.008,1.407,3.002,1.239,1.462,7.82,0.53,0.018,0.111,0.745
0.474,0.043,0.009,1.064,3.059,0.908,1.394,6.74,0.522,0.021,0.172,0.772
0.363,0.027,0.004,0.823,3.104,1.064,1.538,7.258,0.528,0.025,0.128,0.768
0.268,0.016,0.005,0.589,3.327,1.889,1.538,7.336,0.529,0.023,0.139,0.72
0.925,0.194,0.013,2.464,2.828,0.57,1.55,4.728,0.548,0.014,0.211,0.738
0.629,0.074,0.007,1.353,2.983,0.693,1.464,5.287,0.53,0.018,0.139,0.76
0.463,0.043,0.005,1.05,3.224,1.343,1.469,6.867,0.519,0.023,0.082,0.705
0.333,0.023,0.006,0.629,3.052,0.924,1.668,6.034,0.541,0.019,0.261,0.73
0.286,0.045,0.003,1.463,3.241,1.434,1.482,7.824,0.53,0.021,0.184,0.723
0.944,0.158,0.004,1.755,2.69,0.474,1.41,4.68,0.575,0.011,0.262,0.738
0.608,0.07,0.011,1.114,2.932,0.934,1.326,5.276,0.544,0.014,0.228,0.719
0.453,0.041,0.008,0.827,3.105,1.385,1.273,7.067,0.531,0.019,0.133,0.705
0.343,0.027,0.007,0.665,3.129,0.963,1.562,7.119,0.528,0.021,0.173,0.704
0.328,0.069,0.003,1.351,3.17,1.111,1.335,5.926,0.544,0.019,0.189,0.723
0.929,0.204,0.004,2.825,2.694,0.549,1.388,5.143,0.573,0.008,0.311,0.712
0.61,0.071,0.005,1.419,2.93,0.86,1.419,6.188,0.536,0.018,0.161,0.719
0.421,0.037,0.01,1.011,2.882,0.791,1.313,5.854,0.557,0.016,0.156,0.742
0.32,0.022,0.003,0.746,3.109,0.951,1.511,6.377,0.536,0.02,0.156,0.79
0.243,0.013,0.005,0.528,3.082,0.723,1.497,5.393,0.544,0.019,0.18,0.701
0.882,0.174,0.007,1.933,2.685,0.68,1.402,5.143,0.581,0.008,0.352,0.72
0.592,0.077,0.004,1.24,2.815,0.792,1.354,5.302,0.567,0.011,0.217,0.745
0.43,0.044,0.003,0.912,2.943,1.056,1.529,5.719,0.559,0.013,0.267,0.783
0.308,0.026,0.004,0.667,2.889,0.798,1.37,5.229,0.563,0.015,0.189,0.742
