FederationsCount
49.0
8.0
5.0
4.0
4.0
4.0
4.0
5.0
11.0
8.0
7.0
7.0
8.0
11.0
9.0
7.0
7.0
7.0
7.0
8.0
11.0
10.0
8.0
8.0
8.0
9.0
9.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
7.0
7.0
7.0
7.0
7.0
7.0
7.0
