FederationsCount
49.0
7.0
4.0
4.0
4.0
4.0
5.0
9.0
8.0
8.0
14.0
12.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
10.0
10.0
10.0
9.0
9.0
9.0
10.0
9.0
9.0
9.0
12.0
18.0
11.0
11.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
