TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
4.554,0.001,4.507,4.585,9.917,2.85,8.833,12.973,0.03,0.0,0.007,0.066
4.153,0.044,3.632,4.415,8.836,1.772,7.198,11.176,0.032,0.0,0.007,0.073
3.763,0.024,3.545,4.013,8.243,1.82,7.042,10.698,0.032,0.0,0.007,0.079
3.569,0.002,3.498,3.667,8.007,2.135,7.042,10.662,0.034,0.0,0.015,0.079
3.518,0.0,3.493,3.54,7.97,2.426,6.99,11.199,0.031,0.0,0.015,0.054
3.511,0.0,3.479,3.619,8.077,3.255,6.951,13.838,0.034,0.0,0.011,0.079
4.071,1.036,3.502,7.024,10.417,38.737,6.981,33.644,0.028,0.0,0.0,0.079
3.655,0.095,3.478,4.582,8.143,2.818,6.968,12.709,0.034,0.0,0.013,0.079
3.533,0.003,3.478,3.68,8.316,2.57,6.942,11.55,0.032,0.0,0.0,0.079
3.512,0.0,3.479,3.549,8.552,3.805,6.959,14.119,0.032,0.0,0.005,0.079
3.551,0.075,3.478,5.441,10.017,51.269,6.966,42.734,0.032,0.0,0.015,0.066
3.642,0.181,3.485,5.467,8.187,2.465,6.969,11.398,0.029,0.0,0.0,0.079
3.54,0.013,3.48,4.079,9.258,15.729,6.977,30.386,0.033,0.0,0.013,0.079
3.515,0.001,3.478,3.615,16.124,303.701,6.988,83.884,0.033,0.0,0.0,0.066
3.511,0.0,3.477,3.546,16.172,236.439,6.988,67.021,0.033,0.0,0.005,0.079
3.509,0.0,3.473,3.544,16.908,246.49,6.997,69.697,0.03,0.0,0.005,0.054
3.67,0.221,3.487,5.879,21.646,691.194,6.939,104.523,0.03,0.0,0.0,0.066
3.549,0.016,3.481,4.124,19.049,549.874,7.035,104.523,0.03,0.0,0.0,0.054
3.515,0.001,3.476,3.595,17.258,261.635,7.04,63.575,0.03,0.0,0.013,0.079
3.509,0.0,3.476,3.544,14.98,171.799,7.034,59.99,0.03,0.0,0.011,0.054
3.507,0.0,3.477,3.538,14.998,192.076,7.086,59.789,0.032,0.0,0.011,0.079
3.596,0.098,3.487,5.535,16.823,265.211,7.034,61.795,0.032,0.0,0.0,0.079
3.52,0.003,3.479,3.818,14.357,142.409,7.035,50.88,0.031,0.0,0.0,0.079
3.508,0.0,3.474,3.542,11.991,57.91,7.087,42.585,0.031,0.0,0.0,0.06
3.506,0.0,3.478,3.54,11.447,42.55,7.111,35.567,0.031,0.0,0.0,0.054
3.506,0.0,3.475,3.539,11.083,41.681,6.991,37.246,0.029,0.0,0.0,0.054
3.574,0.074,3.48,5.309,11.653,57.327,7.001,45.534,0.03,0.0,0.0,0.054
3.511,0.001,3.474,3.661,10.083,17.155,7.062,24.787,0.031,0.0,0.0,0.079
3.505,0.0,3.473,3.543,9.76,15.655,6.945,25.714,0.031,0.0,0.011,0.066
3.504,0.0,3.472,3.535,9.565,11.094,7.059,21.835,0.03,0.0,0.0,0.06
3.503,0.0,3.474,3.541,9.16,9.322,7.066,26.047,0.029,0.0,0.0,0.054
3.662,0.159,3.482,5.755,10.17,19.529,6.971,26.707,0.032,0.0,0.0,0.079
3.526,0.003,3.473,3.686,9.861,15.301,7.028,26.18,0.029,0.0,0.005,0.054
3.506,0.0,3.472,3.547,9.898,16.908,7.08,26.779,0.032,0.0,0.0,0.066
3.503,0.0,3.469,3.538,9.904,29.355,6.996,41.074,0.03,0.0,0.0,0.066
3.502,0.0,3.469,3.537,9.262,7.918,6.996,19.517,0.031,0.0,0.0,0.066
3.673,0.236,3.483,6.365,11.323,95.948,7.038,58.33,0.031,0.0,0.0,0.073
3.528,0.01,3.469,4.163,8.912,4.548,7.035,18.074,0.032,0.0,0.0,0.066
3.504,0.0,3.468,3.548,9.644,17.924,7.048,24.819,0.033,0.0,0.013,0.079
3.502,0.0,3.47,3.539,9.234,9.707,7.021,20.408,0.031,0.0,0.007,0.066
3.503,0.0,3.47,3.598,9.032,7.545,6.948,17.549,0.031,0.0,0.005,0.066
3.649,0.193,3.478,6.159,11.404,57.251,6.987,43.319,0.032,0.0,0.0,0.079
3.518,0.003,3.471,3.744,9.601,12.565,6.953,23.284,0.031,0.0,0.0,0.079
3.504,0.0,3.468,3.537,8.914,5.627,7.027,16.566,0.031,0.0,0.0,0.079
3.502,0.0,3.466,3.54,9.79,28.306,7.036,40.839,0.033,0.0,0.0,0.079
3.501,0.0,3.466,3.535,9.331,14.343,7.011,25.279,0.032,0.0,0.013,0.066
3.817,0.529,3.482,6.431,11.591,39.381,7.023,34.866,0.026,0.0,0.0,0.066
3.541,0.011,3.469,3.922,9.45,7.655,6.939,17.529,0.033,0.0,0.005,0.079
3.505,0.0,3.465,3.558,9.24,10.504,6.969,26.718,0.03,0.0,0.0,0.054
3.501,0.0,3.465,3.54,9.461,11.633,7.015,22.222,0.03,0.0,0.0,0.066
3.5,0.0,3.467,3.539,9.288,9.31,7.011,21.048,0.029,0.0,0.0,0.066
3.601,0.145,3.48,5.975,11.188,133.039,6.986,80.521,0.03,0.0,0.0,0.079
3.511,0.002,3.468,3.712,8.568,3.511,7.01,12.741,0.031,0.0,0.0,0.079
3.502,0.0,3.468,3.566,8.447,2.942,7.032,11.647,0.032,0.0,0.013,0.079
3.5,0.0,3.469,3.535,8.9,6.584,6.95,17.318,0.033,0.0,0.0,0.079
3.553,0.133,3.466,6.075,8.403,3.197,6.985,13.096,0.033,0.0,0.0,0.079
3.735,0.452,3.477,6.075,8.85,5.595,6.957,18.812,0.032,0.0,0.0,0.079
3.552,0.034,3.469,4.277,8.642,5.159,6.966,18.812,0.033,0.0,0.013,0.079
3.51,0.002,3.465,3.682,8.639,5.261,7.012,16.619,0.031,0.0,0.011,0.079
3.5,0.0,3.466,3.536,8.323,2.908,6.948,12.777,0.031,0.0,0.011,0.079
3.498,0.0,3.467,3.536,8.516,4.829,6.976,18.116,0.032,0.0,0.0,0.079
3.7,0.302,3.482,5.58,9.548,53.288,6.969,55.211,0.029,0.0,0.0,0.079
3.521,0.006,3.465,3.834,8.415,3.15,6.971,12.366,0.032,0.0,0.011,0.066
3.501,0.0,3.465,3.555,10.468,199.893,6.957,107.503,0.031,0.0,0.0,0.079
3.498,0.0,3.465,3.534,11.994,591.488,6.971,179.917,0.031,0.0,0.0,0.079
3.497,0.0,3.466,3.536,13.4,1093.0,6.987,241.67,0.03,0.0,0.0,0.079
3.643,0.176,3.476,5.887,9.477,38.414,6.947,39.546,0.031,0.0,0.0,0.06
3.511,0.003,3.466,3.833,9.788,101.065,6.952,78.429,0.029,0.0,0.0,0.066
3.499,0.0,3.465,3.547,8.627,7.788,6.95,24.483,0.032,0.0,0.0,0.079
3.497,0.0,3.463,3.532,8.277,2.512,6.957,11.298,0.031,0.0,0.013,0.066
3.497,0.0,3.464,3.539,8.124,2.126,6.963,10.803,0.034,0.0,0.013,0.079
3.678,0.497,3.478,8.131,9.467,48.668,7.0,49.942,0.031,0.0,0.0,0.066
3.54,0.067,3.468,5.318,9.131,35.416,6.953,49.047,0.031,0.0,0.0,0.079
3.5,0.001,3.468,3.666,8.073,2.218,6.968,10.913,0.034,0.0,0.015,0.079
3.496,0.0,3.466,3.532,8.172,2.415,6.963,12.123,0.031,0.0,0.0,0.079
3.496,0.0,3.466,3.54,8.17,2.341,6.958,11.089,0.031,0.0,0.0,0.079
3.588,0.057,3.477,4.346,8.164,2.882,6.97,13.37,0.03,0.0,0.0,0.066
3.518,0.014,3.467,4.333,8.044,2.143,6.985,11.163,0.032,0.0,0.005,0.079
3.498,0.0,3.466,3.544,8.022,2.259,6.98,11.309,0.032,0.0,0.0,0.079
3.496,0.0,3.467,3.537,8.039,2.159,6.964,10.972,0.034,0.0,0.013,0.079
