TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.743,0.083,0.223,1.427,5.125,5.459,2.223,13.51,0.36,0.033,0.045,0.625
0.597,0.059,0.167,1.159,5.449,5.287,2.48,14.302,0.344,0.031,0.065,0.712
0.486,0.043,0.117,0.973,5.501,4.22,2.87,11.833,0.355,0.028,0.074,0.61
0.458,0.09,0.084,1.848,5.84,9.775,2.507,17.34,0.355,0.036,0.051,0.689
1.024,0.254,0.315,2.406,4.234,2.148,2.565,8.825,0.403,0.032,0.057,0.652
0.715,0.091,0.211,1.424,4.817,2.595,2.74,9.367,0.372,0.031,0.081,0.701
0.545,0.059,0.16,1.102,5.242,5.227,2.206,11.969,0.367,0.039,0.056,0.682
0.443,0.043,0.105,0.949,5.485,7.771,2.832,17.705,0.362,0.036,0.057,0.645
0.36,0.03,0.083,0.782,5.56,6.624,2.371,12.579,0.381,0.04,0.081,0.693
1.0,0.34,0.289,2.829,4.045,2.331,2.473,10.428,0.419,0.033,0.081,0.672
0.689,0.111,0.179,1.568,4.456,2.256,2.163,8.685,0.396,0.037,0.081,0.742
0.536,0.073,0.117,1.197,4.53,3.114,2.288,10.539,0.406,0.039,0.051,0.682
0.412,0.047,0.087,0.946,4.964,4.749,2.584,11.055,0.4,0.044,0.074,0.708
0.351,0.043,0.076,0.996,5.044,4.538,2.561,11.431,0.397,0.039,0.062,0.678
0.984,0.295,0.267,2.366,4.049,1.625,2.369,9.221,0.419,0.033,0.073,0.716
0.64,0.096,0.135,1.36,4.313,2.497,2.047,9.708,0.417,0.037,0.079,0.739
0.5,0.063,0.119,1.11,4.401,2.879,2.657,9.708,0.417,0.042,0.057,0.727
0.397,0.044,0.091,0.963,4.627,4.092,2.201,11.753,0.417,0.041,0.073,0.72
0.392,0.122,0.07,2.216,4.301,2.867,2.139,12.206,0.434,0.04,0.045,0.708
0.946,0.329,0.229,3.095,3.688,0.878,2.393,6.777,0.443,0.034,0.049,0.705
0.624,0.098,0.143,1.412,3.937,2.315,2.148,10.696,0.443,0.034,0.045,0.712
0.469,0.062,0.091,1.079,4.172,2.18,2.168,7.442,0.448,0.044,0.073,0.72
0.37,0.041,0.074,0.893,4.444,2.874,2.253,9.158,0.433,0.041,0.073,0.697
0.293,0.029,0.048,0.775,4.23,3.261,2.409,11.757,0.452,0.039,0.056,0.705
0.886,0.298,0.197,2.611,3.548,0.735,2.011,5.88,0.457,0.034,0.049,0.735
0.599,0.102,0.123,1.405,3.712,1.264,2.13,7.324,0.46,0.037,0.049,0.705
0.457,0.063,0.096,1.078,4.202,3.344,2.315,11.479,0.441,0.043,0.045,0.731
0.345,0.041,0.066,0.888,4.203,4.192,2.054,14.221,0.45,0.043,0.062,0.727
0.291,0.038,0.051,0.997,4.02,3.354,2.087,11.281,0.471,0.041,0.057,0.712
0.89,0.274,0.206,2.285,3.331,0.467,2.23,5.173,0.48,0.032,0.073,0.725
0.567,0.095,0.074,1.321,3.768,2.613,1.952,12.191,0.465,0.034,0.045,0.723
0.434,0.057,0.074,1.04,3.648,1.876,2.12,9.197,0.48,0.037,0.079,0.742
0.34,0.039,0.057,0.87,3.855,2.84,2.247,10.907,0.48,0.04,0.056,0.735
0.311,0.045,0.041,0.973,3.766,4.568,2.144,14.628,0.495,0.037,0.045,0.705
0.866,0.296,0.168,2.154,3.219,0.426,1.822,4.711,0.494,0.03,0.106,0.712
0.568,0.103,0.097,1.3,3.547,2.178,2.089,10.506,0.483,0.036,0.062,0.72
0.411,0.058,0.072,1.027,3.356,0.879,2.054,7.571,0.503,0.03,0.122,0.72
0.325,0.042,0.058,0.897,3.532,1.23,1.888,7.189,0.491,0.037,0.057,0.712
0.254,0.027,0.037,0.674,3.678,1.609,2.298,7.409,0.497,0.034,0.089,0.723
0.933,0.371,0.18,2.334,3.167,0.51,2.066,5.654,0.505,0.029,0.098,0.731
0.616,0.136,0.095,1.49,3.394,1.204,2.071,7.911,0.494,0.036,0.102,0.716
0.463,0.079,0.069,1.12,3.63,2.288,1.635,11.447,0.486,0.038,0.051,0.724
0.353,0.054,0.043,0.879,3.729,2.335,2.078,8.804,0.493,0.038,0.079,0.735
