TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.35,0.035,0.005,0.771,2.708,0.825,1.288,6.025,0.582,0.008,0.397,0.741
0.245,0.018,0.005,0.568,2.888,1.211,1.342,6.955,0.57,0.011,0.298,0.73
0.196,0.023,0.005,0.98,2.789,0.874,1.308,6.039,0.587,0.007,0.38,0.72
0.763,0.16,0.009,1.902,2.569,0.819,1.237,6.275,0.595,0.007,0.405,0.76
0.456,0.056,0.006,1.023,2.73,1.068,1.337,7.086,0.575,0.012,0.264,0.749
0.324,0.031,0.004,0.751,2.741,0.76,1.352,5.055,0.58,0.011,0.264,0.744
0.233,0.016,0.006,0.512,2.676,0.791,1.403,5.972,0.593,0.008,0.331,0.756
0.235,0.056,0.007,0.946,2.804,0.836,1.284,6.269,0.591,0.006,0.397,0.73
0.756,0.164,0.007,1.926,2.601,0.942,1.287,7.045,0.598,0.006,0.372,0.731
0.469,0.063,0.003,1.022,2.616,0.834,1.287,6.111,0.594,0.008,0.421,0.737
0.316,0.031,0.006,0.72,2.629,0.757,1.302,6.129,0.593,0.008,0.405,0.749
0.229,0.017,0.003,0.541,2.643,0.683,1.361,6.145,0.593,0.009,0.355,0.735
0.166,0.009,0.003,0.396,2.793,1.217,1.394,7.124,0.6,0.007,0.413,0.779
0.732,0.176,0.003,1.896,2.603,1.328,1.271,7.836,0.602,0.006,0.443,0.763
0.461,0.064,0.003,1.02,2.647,0.896,1.177,6.369,0.581,0.008,0.359,0.75
0.321,0.036,0.003,0.871,2.576,0.804,1.189,5.168,0.608,0.005,0.455,0.733
0.219,0.017,0.004,0.473,2.663,0.838,1.247,5.734,0.597,0.007,0.372,0.756
