TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.371,0.035,0.154,0.975,4.539,1.48,2.959,8.557,0.399,0.009,0.2,0.563
1.241,0.44,0.394,3.016,4.032,0.746,2.843,6.401,0.416,0.008,0.231,0.567
0.785,0.122,0.246,1.731,4.216,0.965,2.891,7.688,0.406,0.009,0.199,0.562
0.544,0.064,0.166,1.182,4.444,1.065,2.797,6.869,0.387,0.01,0.212,0.581
0.405,0.037,0.137,0.893,4.655,1.397,3.229,9.31,0.381,0.01,0.164,0.597
0.296,0.021,0.085,0.677,4.328,0.927,2.783,7.785,0.419,0.008,0.247,0.583
1.093,0.339,0.346,2.413,3.838,0.545,2.57,5.537,0.44,0.007,0.287,0.603
0.706,0.102,0.226,1.351,4.356,1.379,2.78,8.11,0.396,0.012,0.117,0.591
0.495,0.051,0.138,0.985,4.06,0.607,2.596,6.211,0.432,0.007,0.269,0.587
0.347,0.028,0.106,0.76,4.312,0.902,3.175,7.629,0.413,0.006,0.199,0.522
0.273,0.022,0.084,0.815,4.23,0.938,2.878,7.381,0.429,0.009,0.192,0.607
1.11,0.445,0.267,3.589,3.824,0.616,2.554,6.326,0.445,0.007,0.286,0.599
0.653,0.106,0.143,1.474,3.954,0.534,2.738,5.935,0.43,0.007,0.269,0.599
0.463,0.056,0.087,1.049,4.183,1.182,2.631,8.061,0.423,0.009,0.175,0.605
0.333,0.03,0.074,0.794,4.051,0.663,2.981,7.4,0.441,0.006,0.231,0.575
0.292,0.032,0.067,0.913,4.067,0.654,2.786,6.584,0.454,0.005,0.281,0.599
1.04,0.374,0.246,2.861,3.683,0.429,2.608,6.044,0.462,0.005,0.286,0.599
0.64,0.11,0.137,1.492,3.891,0.657,2.709,7.46,0.451,0.007,0.217,0.603
0.431,0.058,0.118,1.08,3.974,0.676,2.741,6.995,0.443,0.007,0.25,0.605
0.314,0.032,0.054,0.816,4.013,0.698,2.704,6.995,0.449,0.006,0.247,0.599
0.226,0.017,0.048,0.651,3.959,0.452,3.089,5.933,0.466,0.005,0.28,0.588
0.99,0.405,0.182,2.978,3.697,0.413,2.479,5.838,0.463,0.005,0.309,0.637
0.609,0.118,0.081,1.582,3.84,0.653,2.633,6.004,0.459,0.007,0.271,0.623
0.413,0.057,0.075,1.081,3.739,0.504,2.651,5.787,0.475,0.006,0.194,0.619
0.282,0.028,0.051,0.778,3.848,0.412,2.591,5.867,0.471,0.006,0.247,0.611
0.217,0.016,0.042,0.578,3.945,0.616,2.779,5.997,0.471,0.005,0.338,0.603
0.956,0.354,0.172,2.777,3.635,0.436,2.54,5.476,0.473,0.005,0.329,0.648
0.551,0.108,0.096,1.558,3.704,0.33,2.703,5.509,0.475,0.004,0.34,0.585
0.391,0.058,0.059,1.104,3.619,0.435,2.77,5.841,0.491,0.005,0.256,0.601
0.27,0.026,0.058,0.736,3.71,0.378,2.608,5.225,0.486,0.005,0.225,0.619
0.228,0.02,0.038,0.668,3.788,0.425,2.723,6.207,0.487,0.005,0.344,0.603
0.897,0.256,0.159,2.229,3.425,0.213,2.618,4.529,0.494,0.004,0.373,0.63
0.54,0.085,0.07,1.207,3.602,0.358,2.552,5.387,0.485,0.005,0.321,0.623
0.357,0.04,0.053,0.858,3.612,0.392,2.598,5.257,0.49,0.005,0.36,0.654
0.252,0.019,0.037,0.606,3.657,0.366,2.756,6.225,0.495,0.004,0.335,0.654
0.176,0.009,0.028,0.448,3.793,0.346,2.884,5.589,0.492,0.002,0.416,0.575
0.867,0.326,0.138,2.658,3.523,0.413,2.512,5.113,0.496,0.004,0.3,0.617
0.529,0.11,0.092,1.434,3.52,0.408,2.494,5.308,0.502,0.004,0.338,0.618
0.357,0.051,0.053,0.971,3.583,0.302,2.749,4.885,0.496,0.004,0.364,0.611
0.24,0.024,0.04,0.688,3.747,0.679,2.733,7.677,0.497,0.004,0.362,0.615
