TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
4.526,0.0,4.477,4.549,8.77,0.024,8.465,8.936,0.049,0.0,0.019,0.1
3.872,0.047,3.334,4.131,7.313,0.25,6.283,8.033,0.05,0.0,0.025,0.094
3.268,0.011,3.068,3.38,6.38,0.055,6.044,6.821,0.052,0.0,0.025,0.099
3.041,0.001,3.005,3.076,6.067,0.004,5.965,6.262,0.053,0.0,0.025,0.094
3.007,0.0,2.996,3.018,6.052,0.003,5.954,6.216,0.052,0.0,0.019,0.099
3.01,0.001,2.996,3.272,6.071,0.007,5.957,6.437,0.05,0.0,0.025,0.085
4.315,1.151,3.01,5.663,7.738,2.206,5.979,10.602,0.021,0.001,0.0,0.081
3.398,0.14,2.998,4.062,6.311,0.143,5.998,7.592,0.05,0.0,0.0,0.1
3.098,0.01,2.998,3.295,6.179,0.026,6.006,6.741,0.052,0.0,0.025,0.099
3.019,0.0,2.995,3.063,6.313,0.418,6.0,10.608,0.049,0.0,0.025,0.099
3.062,0.067,2.996,4.789,6.483,0.425,6.003,9.117,0.05,0.0,0.0,0.099
3.525,0.87,3.003,7.12,7.786,31.419,5.978,36.735,0.043,0.0,0.0,0.094
3.13,0.115,2.997,4.759,6.736,3.298,6.01,17.368,0.051,0.0,0.0,0.099
3.036,0.014,2.993,3.789,6.492,0.391,6.007,9.743,0.052,0.0,0.013,0.091
3.02,0.002,2.995,3.302,6.371,0.086,6.015,7.177,0.046,0.0,0.025,0.081
3.011,0.0,2.996,3.072,6.377,0.173,5.977,8.327,0.053,0.0,0.013,0.081
3.354,0.474,3.001,5.882,6.488,0.165,6.017,7.928,0.055,0.0,0.013,0.099
3.056,0.01,3.001,3.44,6.447,0.125,6.017,7.544,0.052,0.0,0.025,0.099
3.013,0.0,2.999,3.042,6.828,10.296,6.017,28.911,0.051,0.0,0.0,0.094
3.01,0.0,2.997,3.025,6.558,4.437,6.017,21.083,0.052,0.0,0.0,0.099
3.01,0.0,2.997,3.066,6.243,0.058,5.976,7.285,0.053,0.0,0.006,0.081
3.303,0.355,3.001,5.369,6.452,0.772,5.997,12.284,0.051,0.0,0.0,0.099
3.033,0.004,2.997,3.321,6.303,0.172,6.046,8.37,0.05,0.0,0.025,0.072
3.011,0.0,2.998,3.029,6.26,0.06,6.02,7.254,0.048,0.0,0.019,0.078
3.009,0.0,2.995,3.026,6.197,0.014,5.994,6.513,0.047,0.0,0.013,0.085
3.023,0.01,2.998,3.72,6.174,0.022,6.006,6.995,0.05,0.0,0.025,0.081
3.359,0.416,2.998,5.233,6.62,4.969,6.007,21.914,0.05,0.0,0.0,0.094
3.034,0.003,2.995,3.289,6.255,0.093,6.012,7.718,0.054,0.0,0.025,0.099
3.01,0.0,2.993,3.04,6.213,0.034,5.991,6.923,0.051,0.0,0.025,0.081
3.008,0.0,2.995,3.023,6.151,0.013,5.962,6.461,0.052,0.0,0.013,0.099
3.007,0.0,2.992,3.028,6.172,0.026,5.986,6.775,0.049,0.0,0.013,0.085
3.265,0.306,2.996,5.213,6.682,5.527,6.017,19.099,0.049,0.0,0.0,0.081
3.028,0.003,2.995,3.324,6.22,0.096,5.977,7.868,0.047,0.0,0.013,0.078
3.009,0.0,2.991,3.022,6.223,0.081,5.958,7.561,0.053,0.0,0.025,0.099
3.007,0.0,2.992,3.025,6.188,0.053,5.971,7.088,0.051,0.0,0.013,0.081
3.007,0.0,2.989,3.052,6.24,0.144,5.977,7.991,0.048,0.0,0.025,0.081
3.255,0.228,2.994,4.946,6.689,5.369,6.028,22.406,0.049,0.0,0.0,0.099
3.022,0.002,2.993,3.247,6.286,0.16,5.982,7.742,0.048,0.0,0.013,0.072
3.007,0.0,2.988,3.025,6.3,0.253,6.016,8.246,0.051,0.0,0.025,0.094
3.007,0.0,2.989,3.023,6.321,0.364,5.994,8.708,0.051,0.0,0.019,0.081
3.013,0.002,2.991,3.234,6.347,0.419,5.988,8.87,0.05,0.0,0.013,0.081
3.314,0.33,2.994,5.231,7.781,27.877,6.011,38.224,0.045,0.0,0.0,0.094
3.029,0.004,2.989,3.297,6.387,0.452,5.984,8.798,0.054,0.0,0.019,0.099
3.007,0.0,2.988,3.042,6.487,0.741,5.989,9.168,0.051,0.0,0.025,0.094
3.005,0.0,2.989,3.026,6.365,0.486,5.994,9.264,0.054,0.0,0.028,0.081
3.003,0.0,2.987,3.019,6.513,0.984,5.994,9.98,0.053,0.0,0.0,0.094
3.259,0.21,2.996,5.055,6.702,10.497,5.941,29.079,0.05,0.0,0.0,0.081
3.021,0.001,2.995,3.18,6.271,0.141,5.941,7.739,0.051,0.0,0.025,0.099
3.007,0.0,2.993,3.021,6.562,5.119,6.009,21.882,0.048,0.0,0.0,0.081
3.005,0.0,2.991,3.02,6.331,0.382,5.984,8.95,0.048,0.0,0.025,0.077
3.006,0.0,2.992,3.02,6.425,0.644,5.984,9.648,0.051,0.0,0.013,0.099
3.244,0.236,2.996,5.049,6.666,4.713,5.985,21.0,0.051,0.0,0.0,0.094
3.019,0.002,2.992,3.217,6.398,0.498,6.016,9.145,0.051,0.0,0.013,0.099
3.005,0.0,2.99,3.026,6.577,3.305,6.006,18.136,0.048,0.0,0.0,0.072
3.004,0.0,2.992,3.023,6.325,0.502,5.977,9.202,0.05,0.0,0.013,0.099
3.028,0.029,2.991,4.2,6.277,0.313,5.972,8.697,0.052,0.0,0.013,0.099
3.209,0.171,2.991,4.579,6.555,3.395,5.972,18.773,0.052,0.0,0.0,0.094
3.012,0.001,2.986,3.088,7.279,35.662,6.037,48.475,0.049,0.0,0.0,0.081
3.003,0.0,2.99,3.026,7.768,98.053,5.976,76.269,0.05,0.0,0.0,0.081
3.003,0.0,2.986,3.023,6.751,10.445,5.955,28.785,0.05,0.0,0.0,0.077
3.002,0.0,2.989,3.018,6.687,8.469,5.983,26.399,0.05,0.0,0.0,0.078
3.555,1.619,2.991,8.279,7.522,20.545,5.973,28.299,0.047,0.0,0.0,0.099
3.108,0.116,2.985,4.739,7.49,29.634,5.972,40.272,0.05,0.0,0.0,0.094
3.013,0.001,2.984,3.178,6.323,0.358,5.969,8.878,0.052,0.0,0.031,0.099
3.002,0.0,2.985,3.02,6.253,0.29,6.003,8.81,0.055,0.0,0.025,0.099
3.002,0.0,2.985,3.019,6.268,0.281,5.981,8.698,0.052,0.0,0.025,0.081
3.315,0.195,2.989,4.846,6.417,0.878,5.964,11.48,0.05,0.0,0.0,0.094
3.028,0.002,2.985,3.256,6.194,0.087,5.984,7.905,0.053,0.0,0.013,0.099
3.007,0.0,2.985,3.032,6.289,0.376,5.981,8.741,0.048,0.0,0.013,0.099
3.004,0.0,2.984,3.022,6.246,0.397,5.988,9.162,0.046,0.0,0.012,0.078
