TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
1.143,0.049,0.802,1.754,15.14,31.066,5.376,27.295,0.095,0.002,0.025,0.256
1.033,0.042,0.721,1.602,16.128,29.869,6.513,30.301,0.089,0.001,0.025,0.176
1.559,0.398,0.906,3.723,14.872,59.054,4.627,34.558,0.11,0.006,0.025,0.36
1.293,0.13,0.778,2.307,14.557,28.919,4.557,29.744,0.096,0.003,0.037,0.31
1.146,0.094,0.701,1.978,14.085,29.269,5.414,28.286,0.104,0.002,0.037,0.243
1.019,0.074,0.557,1.735,16.855,63.173,6.321,41.583,0.098,0.002,0.037,0.218
0.936,0.07,0.545,1.689,16.661,51.832,6.011,41.842,0.105,0.002,0.037,0.234
1.521,0.576,0.695,4.945,14.116,71.854,4.824,50.509,0.104,0.004,0.018,0.315
1.199,0.157,0.588,2.389,13.664,33.894,4.681,26.94,0.102,0.003,0.024,0.301
1.06,0.111,0.524,1.91,14.707,32.629,5.216,33.824,0.1,0.002,0.031,0.314
0.945,0.085,0.474,1.671,14.252,36.554,5.614,30.487,0.107,0.003,0.019,0.25
0.891,0.102,0.415,1.962,15.107,52.076,4.956,38.678,0.106,0.003,0.018,0.268
1.355,0.348,0.56,3.242,12.861,47.426,4.133,34.436,0.124,0.008,0.019,0.403
1.107,0.163,0.442,2.159,12.865,37.71,4.736,33.684,0.118,0.005,0.019,0.356
0.951,0.116,0.402,1.828,13.889,45.95,5.19,31.947,0.107,0.004,0.019,0.358
0.844,0.089,0.351,1.582,14.82,50.595,4.738,44.226,0.107,0.005,0.019,0.324
0.755,0.072,0.314,1.392,14.558,45.524,4.421,34.635,0.114,0.004,0.019,0.353
1.208,0.334,0.44,3.193,12.519,67.448,4.214,44.645,0.138,0.009,0.019,0.378
0.988,0.167,0.339,2.14,13.239,51.334,5.237,34.964,0.118,0.003,0.019,0.283
0.859,0.122,0.28,1.787,12.85,28.965,6.234,26.994,0.119,0.003,0.019,0.247
0.75,0.094,0.255,1.54,12.184,24.058,4.506,32.105,0.131,0.005,0.037,0.378
0.682,0.086,0.213,1.434,12.667,44.205,4.617,39.848,0.138,0.006,0.019,0.346
1.225,0.348,0.348,3.539,11.039,40.602,3.874,30.876,0.157,0.009,0.019,0.454
0.961,0.16,0.294,2.191,11.739,36.558,3.943,31.736,0.142,0.007,0.019,0.424
0.835,0.112,0.245,1.823,11.272,35.275,4.544,37.502,0.151,0.005,0.019,0.29
0.733,0.084,0.21,1.541,11.121,28.113,4.055,31.303,0.159,0.007,0.043,0.378
0.736,0.33,0.177,4.273,11.57,55.414,4.42,45.858,0.158,0.008,0.019,0.393
1.24,0.349,0.567,4.273,9.717,30.832,4.407,33.092,0.166,0.007,0.019,0.368
0.979,0.125,0.454,2.407,8.796,17.444,4.49,24.778,0.176,0.007,0.025,0.333
0.827,0.089,0.352,1.996,9.941,22.473,4.435,28.88,0.164,0.006,0.05,0.351
0.723,0.066,0.314,1.729,9.599,27.983,4.637,31.328,0.177,0.007,0.037,0.406
0.635,0.053,0.269,1.516,9.329,22.762,4.08,33.639,0.184,0.009,0.05,0.448
1.297,0.321,0.631,4.044,7.169,11.08,3.79,19.575,0.22,0.012,0.025,0.453
1.049,0.112,0.53,2.356,7.763,10.732,4.088,19.575,0.206,0.011,0.037,0.438
0.894,0.08,0.497,1.995,7.677,10.402,3.749,22.214,0.211,0.01,0.037,0.475
0.767,0.059,0.415,1.67,8.525,20.763,3.984,29.503,0.208,0.014,0.025,0.446
0.68,0.044,0.346,1.427,7.477,8.793,3.645,17.011,0.231,0.012,0.062,0.477
1.261,0.373,0.623,3.667,7.24,13.236,3.317,22.884,0.23,0.014,0.031,0.521
0.962,0.091,0.43,2.237,6.749,4.102,3.757,12.293,0.236,0.011,0.025,0.483
0.839,0.078,0.39,1.874,6.936,9.688,3.758,20.013,0.249,0.013,0.056,0.469
0.728,0.054,0.374,1.593,7.106,9.496,3.508,15.824,0.252,0.015,0.062,0.521
0.685,0.054,0.344,1.394,7.042,14.982,3.264,20.373,0.272,0.019,0.05,0.525
1.542,1.155,0.747,4.381,6.533,11.794,3.05,19.717,0.269,0.017,0.037,0.508
1.086,0.249,0.582,2.352,7.033,13.228,3.601,17.114,0.253,0.018,0.037,0.502
0.896,0.162,0.463,1.983,6.504,10.881,3.387,18.117,0.283,0.016,0.043,0.512
0.776,0.112,0.415,1.649,6.353,6.849,3.523,15.485,0.283,0.014,0.081,0.515
0.676,0.085,0.339,1.428,5.678,5.051,3.531,12.353,0.316,0.016,0.05,0.527
1.27,0.431,0.607,3.534,5.284,4.67,3.356,12.612,0.336,0.015,0.043,0.519
0.992,0.154,0.559,2.228,5.428,3.49,3.217,11.329,0.317,0.012,0.05,0.533
0.838,0.108,0.442,1.901,5.618,4.845,3.178,12.065,0.318,0.014,0.056,0.529
0.716,0.082,0.357,1.613,5.252,3.874,3.107,14.694,0.334,0.013,0.075,0.554
