TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
2.432,0.002,2.399,2.52,6.078,24.894,2.478,37.84,0.086,0.001,0.0,0.149
2.465,0.026,2.399,3.41,5.505,4.9,2.473,12.465,0.087,0.0,0.0,0.125
2.77,0.125,2.412,3.998,5.421,3.435,2.495,10.941,0.087,0.001,0.0,0.128
2.441,0.001,2.402,2.524,5.293,3.171,2.476,10.191,0.09,0.0,0.04,0.124
2.433,0.001,2.399,2.517,5.325,3.748,2.479,12.425,0.086,0.0,0.047,0.118
2.433,0.001,2.399,2.523,5.291,3.302,2.479,10.442,0.09,0.0,0.053,0.149
2.432,0.001,2.4,2.522,5.245,2.932,2.469,8.085,0.091,0.0,0.056,0.123
2.681,0.078,2.399,3.361,5.293,2.935,2.501,7.922,0.086,0.0,0.047,0.124
2.439,0.001,2.399,2.52,5.248,2.819,2.501,7.883,0.085,0.0,0.041,0.116
2.432,0.001,2.399,2.517,5.228,2.838,2.486,7.896,0.09,0.0,0.05,0.128
2.431,0.001,2.398,2.516,5.24,2.899,2.474,8.337,0.088,0.0,0.047,0.131
2.433,0.002,2.398,2.622,5.261,3.033,2.498,8.894,0.088,0.0,0.041,0.131
2.703,0.065,2.398,3.255,5.319,2.91,2.515,8.298,0.086,0.0,0.047,0.128
2.438,0.001,2.399,2.516,5.243,2.857,2.482,7.633,0.087,0.0,0.051,0.135
2.434,0.001,2.4,2.526,5.247,2.881,2.475,7.677,0.088,0.0,0.056,0.123
2.432,0.001,2.398,2.52,5.459,6.385,2.491,18.652,0.087,0.0,0.0,0.125
2.443,0.005,2.398,2.815,5.229,2.808,2.487,7.611,0.087,0.0,0.047,0.134
2.758,0.335,2.401,6.264,6.213,16.089,2.491,26.598,0.075,0.001,0.0,0.116
2.442,0.002,2.399,2.614,5.237,2.844,2.465,8.023,0.087,0.0,0.047,0.149
2.432,0.001,2.399,2.524,5.24,2.848,2.479,7.59,0.083,0.0,0.033,0.131
2.431,0.001,2.399,2.515,5.22,2.843,2.46,7.899,0.086,0.0,0.041,0.131
2.43,0.001,2.398,2.518,5.208,2.727,2.491,7.269,0.086,0.0,0.056,0.131
2.63,0.061,2.402,3.377,5.673,7.491,2.501,20.626,0.084,0.0,0.0,0.131
2.437,0.001,2.399,2.52,5.331,3.079,2.49,9.44,0.085,0.0,0.0,0.131
2.43,0.001,2.398,2.513,5.212,2.752,2.472,7.334,0.09,0.0,0.047,0.149
2.43,0.001,2.396,2.507,5.208,2.75,2.478,7.35,0.087,0.0,0.052,0.118
