TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.434,0.018,0.199,0.869,5.284,0.946,3.97,7.598,0.375,0.002,0.291,0.491
0.391,0.104,0.144,1.568,5.441,1.264,3.868,8.466,0.366,0.002,0.283,0.506
1.333,0.121,0.654,3.332,4.919,0.752,3.829,6.832,0.388,0.002,0.252,0.546
0.825,0.036,0.381,1.664,4.927,0.94,3.639,7.66,0.402,0.002,0.292,0.494
0.508,0.02,0.172,1.025,5.12,1.314,4.019,9.123,0.395,0.002,0.292,0.483
0.339,0.009,0.15,0.644,5.206,1.107,3.946,8.606,0.393,0.002,0.303,0.498
0.221,0.004,0.108,0.396,5.519,1.132,3.981,8.002,0.375,0.002,0.283,0.498
1.224,0.296,0.591,4.075,4.784,0.79,3.578,6.981,0.407,0.003,0.257,0.509
0.735,0.071,0.361,1.977,4.904,0.699,3.214,7.032,0.404,0.002,0.302,0.496
0.463,0.029,0.248,1.262,5.127,0.952,3.692,7.61,0.401,0.002,0.302,0.493
0.284,0.014,0.138,0.811,5.316,1.174,3.719,7.934,0.392,0.002,0.27,0.478
0.203,0.012,0.093,0.772,5.412,1.109,3.822,8.14,0.39,0.002,0.272,0.498
1.147,0.211,0.687,3.401,4.89,1.056,3.685,7.491,0.403,0.003,0.238,0.502
0.616,0.052,0.262,1.673,4.93,1.152,3.37,7.8,0.417,0.002,0.307,0.546
0.395,0.028,0.153,1.041,5.027,1.113,3.422,7.471,0.414,0.002,0.312,0.517
0.249,0.011,0.119,0.634,5.306,1.651,3.428,9.639,0.402,0.002,0.257,0.531
0.238,0.054,0.076,1.076,5.294,1.417,3.586,8.174,0.409,0.002,0.292,0.517
1.097,0.314,0.407,3.329,4.807,0.954,3.284,7.025,0.423,0.003,0.277,0.517
0.608,0.089,0.279,1.79,5.028,1.242,3.388,8.183,0.419,0.003,0.292,0.561
0.354,0.04,0.111,1.151,4.985,1.048,3.247,7.849,0.416,0.002,0.332,0.539
0.226,0.016,0.082,0.756,5.267,1.12,3.665,7.933,0.41,0.003,0.287,0.531
0.148,0.006,0.07,0.506,5.467,1.603,3.774,9.247,0.416,0.002,0.312,0.513
1.013,0.402,0.312,3.493,4.851,0.911,3.256,7.67,0.42,0.003,0.233,0.535
0.554,0.103,0.181,1.805,4.874,0.888,3.527,7.339,0.423,0.002,0.282,0.535
0.329,0.04,0.126,1.107,5.046,1.109,3.467,7.671,0.425,0.003,0.276,0.546
0.201,0.016,0.077,0.715,5.334,1.475,3.709,9.106,0.418,0.002,0.332,0.535
0.147,0.011,0.062,0.662,5.578,1.586,3.777,9.373,0.414,0.002,0.277,0.52
0.983,0.331,0.499,3.205,4.862,0.944,3.417,7.23,0.425,0.003,0.262,0.524
0.477,0.079,0.15,1.661,4.88,1.024,3.596,7.422,0.441,0.002,0.337,0.539
0.297,0.035,0.102,1.022,5.13,1.176,3.762,8.23,0.425,0.002,0.327,0.536
0.188,0.014,0.078,0.665,5.289,1.354,3.78,8.298,0.423,0.002,0.312,0.513
0.227,0.225,0.047,3.287,5.582,1.298,3.689,8.549,0.411,0.002,0.327,0.546
0.931,0.361,0.282,3.287,4.853,0.997,3.319,8.158,0.433,0.003,0.218,0.545
0.467,0.093,0.177,1.642,4.878,1.009,3.116,7.607,0.441,0.002,0.302,0.545
0.269,0.035,0.079,0.977,5.156,0.918,3.786,7.61,0.428,0.002,0.287,0.539
0.171,0.013,0.058,0.637,5.303,1.199,3.479,7.883,0.425,0.003,0.238,0.509
0.111,0.005,0.044,0.383,5.522,1.53,3.76,9.198,0.42,0.002,0.322,0.517
0.848,0.353,0.194,3.105,4.857,1.201,3.259,7.701,0.436,0.003,0.213,0.536
0.429,0.085,0.111,1.53,4.939,1.042,3.139,7.132,0.438,0.002,0.317,0.546
0.252,0.03,0.077,0.927,5.119,1.177,3.513,7.785,0.44,0.003,0.252,0.542
0.153,0.011,0.046,0.562,5.35,1.196,3.567,8.187,0.432,0.002,0.317,0.524
0.111,0.006,0.045,0.513,5.479,1.805,3.677,9.271,0.436,0.002,0.356,0.554
0.847,0.33,0.381,3.049,4.965,1.003,3.362,7.725,0.434,0.003,0.287,0.554
0.394,0.095,0.103,1.588,5.039,0.862,3.117,7.173,0.439,0.003,0.248,0.55
0.236,0.033,0.066,0.963,5.201,1.328,3.361,8.361,0.431,0.003,0.277,0.539
0.145,0.011,0.05,0.606,5.373,1.182,3.556,7.858,0.427,0.002,0.317,0.528
0.155,0.041,0.026,1.068,5.633,2.122,3.182,9.32,0.424,0.002,0.287,0.545
0.81,0.326,0.184,2.971,5.075,1.169,2.957,7.81,0.437,0.004,0.252,0.586
0.381,0.088,0.094,1.499,5.038,1.125,3.27,7.689,0.445,0.003,0.302,0.526
0.214,0.031,0.042,0.885,5.299,1.432,3.063,8.142,0.437,0.002,0.312,0.52
0.134,0.01,0.042,0.544,5.399,1.173,3.936,7.979,0.438,0.002,0.337,0.507
0.087,0.003,0.024,0.319,5.683,1.308,3.582,8.31,0.422,0.002,0.342,0.51
0.731,0.4,0.147,3.255,4.965,1.051,3.105,7.529,0.447,0.003,0.257,0.586
0.353,0.096,0.086,1.62,5.076,0.991,3.004,7.356,0.442,0.003,0.272,0.554
0.201,0.033,0.063,1.028,5.128,1.21,3.505,7.403,0.439,0.003,0.322,0.554
0.125,0.012,0.042,0.628,5.363,1.552,3.237,8.804,0.443,0.002,0.322,0.533
