TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.717,0.09,0.123,1.286,16.605,36.16,6.855,30.613,0.126,0.002,0.041,0.255
0.643,0.075,0.105,1.15,17.996,61.781,6.223,36.779,0.123,0.002,0.041,0.25
1.075,0.403,0.099,3.833,12.521,37.301,2.813,33.609,0.149,0.006,0.041,0.459
0.867,0.169,0.082,1.707,14.916,39.883,3.208,28.289,0.141,0.007,0.041,0.571
0.757,0.126,0.081,1.469,15.666,45.346,4.501,34.419,0.137,0.003,0.041,0.313
0.664,0.098,0.057,1.295,16.83,53.148,4.35,37.826,0.14,0.005,0.041,0.463
0.606,0.09,0.057,1.316,16.585,47.271,4.82,32.256,0.136,0.004,0.041,0.366
1.048,0.476,0.055,3.611,12.051,27.506,2.266,22.739,0.156,0.008,0.041,0.563
0.784,0.169,0.047,1.683,14.067,33.511,3.828,27.698,0.145,0.005,0.05,0.328
0.688,0.127,0.051,1.442,14.998,38.474,3.12,30.692,0.155,0.009,0.041,0.526
0.607,0.101,0.036,1.255,14.889,53.701,4.328,43.55,0.157,0.009,0.041,0.515
0.601,0.135,0.034,2.17,14.596,55.842,2.353,39.389,0.172,0.011,0.041,0.557
1.018,0.474,0.033,3.546,10.607,25.75,2.353,27.668,0.181,0.011,0.041,0.534
0.761,0.168,0.031,1.634,11.693,35.077,2.903,30.31,0.185,0.017,0.041,0.617
0.641,0.114,0.028,1.372,12.587,33.827,4.021,32.66,0.168,0.008,0.05,0.455
0.571,0.089,0.021,1.187,12.887,42.26,4.113,31.339,0.188,0.018,0.041,0.582
0.501,0.072,0.018,1.072,12.291,48.531,3.109,41.703,0.207,0.022,0.041,0.638
1.036,0.445,0.016,3.585,9.314,16.215,2.223,17.863,0.216,0.021,0.058,0.601
0.772,0.149,0.014,1.677,10.668,29.367,2.625,28.523,0.196,0.021,0.05,0.634
0.66,0.104,0.018,1.357,11.182,26.255,3.622,28.979,0.189,0.02,0.05,0.646
0.567,0.078,0.013,1.164,11.799,31.618,3.251,32.858,0.209,0.022,0.05,0.644
0.512,0.068,0.012,1.057,11.642,29.32,3.842,31.658,0.219,0.024,0.05,0.61
1.022,0.384,0.019,3.471,7.738,14.802,2.325,18.577,0.255,0.028,0.033,0.672
0.74,0.116,0.009,1.661,9.573,22.303,2.613,22.669,0.23,0.025,0.066,0.634
0.634,0.083,0.009,1.342,10.307,35.462,3.001,34.467,0.238,0.034,0.041,0.634
0.549,0.064,0.012,1.165,9.88,28.857,2.929,30.344,0.245,0.033,0.058,0.672
0.559,0.16,0.011,2.102,10.044,33.553,2.269,31.651,0.254,0.033,0.033,0.634
1.116,0.351,0.007,2.685,6.366,10.487,2.269,16.344,0.288,0.036,0.033,0.668
0.816,0.126,0.006,1.594,7.601,17.935,2.701,20.835,0.277,0.038,0.033,0.698
0.677,0.086,0.006,1.362,7.735,22.106,2.84,24.972,0.287,0.038,0.033,0.664
0.591,0.067,0.005,1.169,8.504,32.891,2.643,25.061,0.285,0.039,0.033,0.679
0.519,0.051,0.007,0.994,8.563,28.106,2.526,23.198,0.288,0.041,0.033,0.672
1.199,0.634,0.005,4.653,6.208,13.059,2.701,17.101,0.323,0.042,0.064,0.683
0.859,0.162,0.005,1.871,5.857,9.691,2.61,18.71,0.325,0.042,0.033,0.705
0.716,0.102,0.004,1.495,6.429,18.633,2.424,25.858,0.336,0.044,0.033,0.694
0.607,0.071,0.004,1.267,6.418,13.952,2.323,17.815,0.331,0.047,0.033,0.709
0.547,0.063,0.005,1.105,6.472,13.103,2.287,16.324,0.336,0.049,0.033,0.672
1.163,0.435,0.003,3.252,4.989,7.572,2.148,13.999,0.365,0.04,0.057,0.694
0.816,0.132,0.004,1.801,5.509,7.679,2.461,16.061,0.337,0.041,0.033,0.683
0.689,0.09,0.004,1.451,5.704,10.692,2.367,16.405,0.348,0.048,0.041,0.672
0.593,0.065,0.003,1.215,5.603,9.1,2.269,18.486,0.361,0.043,0.033,0.679
0.567,0.091,0.004,1.887,5.737,12.897,2.308,19.471,0.364,0.042,0.033,0.672
1.174,0.561,0.003,4.632,4.374,2.993,2.434,10.412,0.381,0.043,0.033,0.672
0.813,0.137,0.003,1.868,4.887,4.353,2.223,10.951,0.36,0.038,0.05,0.672
0.664,0.087,0.003,1.492,5.016,4.976,2.479,11.351,0.366,0.041,0.041,0.705
0.577,0.066,0.006,1.25,4.952,5.059,2.373,10.885,0.386,0.044,0.058,0.701
0.501,0.052,0.005,1.069,4.984,6.857,2.297,15.591,0.401,0.043,0.025,0.698
1.188,0.424,0.002,3.379,3.83,2.574,1.908,10.273,0.422,0.031,0.074,0.653
0.869,0.157,0.002,1.765,4.029,3.071,2.16,11.304,0.417,0.04,0.033,0.657
0.728,0.111,0.003,1.423,4.615,7.364,2.32,17.523,0.398,0.04,0.05,0.679
0.616,0.079,0.002,1.22,4.349,4.739,2.205,13.831,0.415,0.04,0.033,0.698
