TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
1.183,0.094,0.604,1.705,21.887,129.299,3.983,47.392,0.116,0.002,0.033,0.28
1.137,0.087,0.582,1.642,23.88,210.837,3.574,64.113,0.117,0.002,0.033,0.345
1.401,0.49,0.567,4.147,20.159,117.175,2.639,44.156,0.123,0.003,0.033,0.345
1.226,0.152,0.553,2.107,21.812,153.462,2.951,50.43,0.119,0.003,0.034,0.421
1.161,0.127,0.52,1.878,23.109,206.511,3.632,56.689,0.123,0.004,0.039,0.456
1.107,0.112,0.48,1.765,23.189,142.81,3.743,46.993,0.122,0.003,0.033,0.287
1.068,0.107,0.48,1.745,22.265,161.625,3.307,64.214,0.128,0.003,0.061,0.29
1.307,0.565,0.484,4.662,20.449,155.514,2.687,50.034,0.13,0.003,0.061,0.418
1.128,0.172,0.457,2.159,21.116,125.887,2.925,41.758,0.124,0.003,0.049,0.372
1.073,0.144,0.441,1.93,22.754,192.079,3.65,56.136,0.129,0.004,0.057,0.341
1.028,0.125,0.416,1.784,21.581,181.582,3.88,52.176,0.134,0.003,0.056,0.338
1.003,0.116,0.415,1.686,20.603,154.233,5.871,57.0,0.139,0.004,0.061,0.303
1.557,1.433,0.506,5.584,19.377,165.43,2.597,51.024,0.133,0.003,0.057,0.289
1.176,0.176,0.483,2.148,20.177,175.426,3.356,63.344,0.137,0.006,0.061,0.448
1.083,0.127,0.454,1.917,19.367,144.465,4.201,58.242,0.145,0.006,0.061,0.386
1.029,0.106,0.448,1.767,18.806,148.876,2.899,47.851,0.148,0.007,0.058,0.412
0.98,0.095,0.425,1.672,18.997,120.59,2.839,45.186,0.149,0.005,0.061,0.356
1.299,0.796,0.406,5.096,17.588,122.54,2.669,50.811,0.152,0.005,0.061,0.352
1.074,0.173,0.396,2.16,19.478,137.095,2.551,52.191,0.137,0.003,0.061,0.291
1.009,0.139,0.378,1.936,17.244,174.059,3.401,69.948,0.177,0.014,0.061,0.571
0.951,0.116,0.353,1.782,17.389,118.407,2.364,56.817,0.16,0.007,0.061,0.396
0.915,0.109,0.353,1.665,18.9,153.307,2.965,52.554,0.172,0.012,0.061,0.529
1.335,0.8,0.348,4.799,15.156,93.861,2.466,44.27,0.175,0.01,0.061,0.464
1.062,0.187,0.326,2.117,15.118,122.417,3.431,59.091,0.177,0.013,0.061,0.506
0.996,0.153,0.32,1.896,14.911,89.873,2.505,36.987,0.191,0.015,0.061,0.521
0.944,0.134,0.298,1.767,14.673,93.607,2.682,37.617,0.208,0.018,0.061,0.5
0.92,0.138,0.278,1.64,16.156,188.018,3.049,79.101,0.208,0.022,0.057,0.559
1.302,0.595,0.333,4.198,13.875,114.23,2.353,47.037,0.218,0.025,0.057,0.64
1.066,0.186,0.32,2.057,14.786,142.906,2.542,55.847,0.22,0.025,0.061,0.564
0.985,0.149,0.31,1.832,14.501,128.919,3.039,59.476,0.225,0.029,0.061,0.608
0.932,0.127,0.302,1.692,13.696,108.416,3.159,45.906,0.224,0.03,0.05,0.608
0.885,0.113,0.275,1.582,13.711,96.538,3.176,47.406,0.238,0.031,0.061,0.612
1.279,0.594,0.334,3.958,11.75,82.591,2.279,36.147,0.248,0.032,0.045,0.621
1.04,0.177,0.305,2.085,13.069,111.43,2.689,56.682,0.242,0.033,0.061,0.612
0.966,0.144,0.293,1.878,12.604,85.162,2.863,43.059,0.254,0.035,0.061,0.646
0.902,0.118,0.268,1.68,12.459,81.123,2.801,41.595,0.25,0.036,0.061,0.627
0.87,0.118,0.283,1.63,12.539,69.974,2.508,33.985,0.248,0.036,0.061,0.625
1.347,0.542,0.268,3.501,9.959,66.858,2.404,34.692,0.258,0.033,0.061,0.631
1.075,0.209,0.259,2.107,9.87,66.179,2.367,43.063,0.27,0.035,0.061,0.65
0.995,0.172,0.236,1.887,9.791,57.198,2.31,34.124,0.271,0.033,0.061,0.608
0.936,0.148,0.235,1.759,11.42,97.907,2.64,49.741,0.262,0.036,0.061,0.61
0.914,0.145,0.222,1.642,9.762,49.536,2.216,28.515,0.274,0.037,0.061,0.608
1.404,0.534,0.219,3.665,8.519,39.551,2.232,27.326,0.283,0.031,0.061,0.613
1.119,0.187,0.222,1.992,7.688,23.976,2.718,23.992,0.293,0.032,0.061,0.635
1.019,0.149,0.206,1.808,8.012,26.37,2.586,23.307,0.29,0.03,0.061,0.617
0.959,0.128,0.197,1.666,8.313,29.827,2.449,24.552,0.286,0.032,0.061,0.616
0.907,0.112,0.203,1.546,8.27,27.048,2.839,24.228,0.298,0.033,0.074,0.628
1.42,0.434,0.183,3.298,6.557,19.868,2.348,19.867,0.315,0.032,0.061,0.658
1.17,0.2,0.171,2.019,6.952,20.761,2.421,26.703,0.305,0.032,0.061,0.632
1.075,0.156,0.171,1.808,6.755,19.206,2.454,25.845,0.318,0.031,0.061,0.64
0.995,0.13,0.165,1.657,6.405,14.011,2.306,16.099,0.329,0.031,0.083,0.628
