TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
3.646,0.008,3.475,3.753,9.269,2.098,8.123,12.002,0.036,0.0,0.007,0.071
2.966,0.016,2.697,3.095,7.82,1.252,6.446,10.127,0.079,0.002,0.013,0.18
2.647,0.011,2.41,2.764,7.077,0.718,5.788,9.118,0.129,0.004,0.026,0.247
2.387,0.009,2.165,2.501,6.683,0.919,5.741,9.285,0.175,0.003,0.066,0.281
2.146,0.01,1.824,2.274,6.935,4.508,5.246,15.408,0.182,0.002,0.082,0.272
1.994,0.035,1.78,3.182,7.666,11.644,5.246,17.673,0.175,0.005,0.041,0.272
2.835,0.659,1.635,6.546,8.676,30.697,5.564,30.337,0.154,0.005,0.015,0.278
2.34,0.153,1.481,3.186,8.676,29.717,5.295,30.522,0.154,0.005,0.026,0.265
2.118,0.111,1.357,2.759,9.685,55.563,5.3,41.996,0.134,0.004,0.015,0.265
1.921,0.088,1.226,2.451,11.557,92.529,5.335,69.198,0.104,0.003,0.015,0.238
1.847,0.235,1.133,4.08,12.962,60.888,5.743,42.892,0.096,0.004,0.015,0.243
2.606,0.566,1.746,6.113,8.404,21.155,4.888,21.434,0.166,0.004,0.026,0.272
2.199,0.107,1.541,3.182,9.638,32.335,4.936,28.401,0.132,0.003,0.022,0.272
1.953,0.074,1.375,2.67,11.326,29.622,5.689,25.279,0.098,0.003,0.019,0.296
1.78,0.057,1.247,2.399,13.845,38.076,6.578,40.127,0.075,0.002,0.013,0.21
1.619,0.048,1.143,2.167,16.556,57.403,8.471,50.49,0.064,0.002,0.013,0.225
2.286,0.431,1.369,5.017,10.754,17.597,6.306,29.397,0.1,0.002,0.02,0.217
1.974,0.096,1.347,2.859,14.372,25.57,6.95,26.98,0.073,0.001,0.015,0.154
1.779,0.07,1.217,2.44,16.584,33.485,7.161,30.799,0.071,0.002,0.013,0.206
1.587,0.054,1.078,2.164,18.594,49.275,8.383,48.556,0.064,0.001,0.015,0.172
1.458,0.053,0.957,2.089,19.647,61.613,8.363,48.556,0.056,0.001,0.007,0.18
2.288,1.232,1.222,6.141,15.246,27.793,6.908,31.624,0.072,0.003,0.019,0.315
1.795,0.164,1.054,3.051,15.446,35.335,7.881,31.291,0.073,0.002,0.007,0.199
1.613,0.114,0.925,2.58,16.712,33.691,7.142,38.313,0.074,0.002,0.015,0.21
1.453,0.09,0.833,2.285,18.6,45.756,6.828,36.163,0.07,0.002,0.02,0.195
1.349,0.094,0.724,2.036,17.974,34.785,7.876,31.956,0.073,0.002,0.02,0.199
1.774,0.176,0.969,3.323,14.462,19.058,6.576,25.242,0.092,0.004,0.015,0.333
1.545,0.105,0.817,2.423,16.429,29.189,8.143,29.949,0.076,0.001,0.025,0.187
1.358,0.082,0.703,2.116,18.916,107.722,9.359,69.744,0.074,0.001,0.02,0.146
1.23,0.069,0.62,1.896,18.899,101.886,9.359,69.744,0.077,0.002,0.015,0.206
1.102,0.057,0.535,1.701,18.367,36.91,8.601,33.207,0.076,0.003,0.013,0.273
1.692,0.806,0.742,5.705,20.096,182.099,6.831,72.97,0.081,0.005,0.007,0.33
1.392,0.216,0.621,3.035,20.707,130.172,8.629,72.002,0.066,0.002,0.007,0.236
1.229,0.156,0.533,2.573,20.468,109.358,7.306,71.16,0.071,0.002,0.025,0.27
1.078,0.122,0.408,2.218,19.634,82.02,6.72,46.296,0.078,0.003,0.025,0.225
0.974,0.098,0.402,1.955,20.124,84.728,7.677,56.786,0.079,0.003,0.007,0.322
1.393,0.187,0.578,2.842,18.865,66.995,8.637,44.339,0.083,0.004,0.013,0.251
1.164,0.123,0.447,2.003,17.656,35.529,8.814,40.722,0.08,0.003,0.015,0.281
1.029,0.1,0.381,1.697,18.951,53.917,8.581,44.867,0.082,0.002,0.02,0.27
0.905,0.078,0.343,1.505,19.343,38.938,8.931,36.332,0.079,0.002,0.02,0.255
0.852,0.113,0.279,2.331,19.877,65.496,8.408,38.97,0.085,0.005,0.01,0.311
1.259,0.224,0.663,3.496,18.656,61.08,8.236,39.153,0.091,0.005,0.02,0.326
1.041,0.118,0.522,2.197,18.673,49.249,9.212,41.445,0.086,0.003,0.013,0.266
0.883,0.081,0.439,1.671,18.886,57.126,8.759,39.307,0.09,0.005,0.01,0.303
0.781,0.07,0.364,1.547,18.523,64.519,8.348,40.441,0.094,0.005,0.02,0.296
0.685,0.054,0.318,1.354,20.428,78.591,7.535,51.386,0.088,0.004,0.01,0.352
1.137,0.211,0.549,3.044,18.397,100.489,7.613,44.854,0.105,0.007,0.01,0.288
0.93,0.108,0.426,2.045,17.958,70.092,6.886,53.372,0.098,0.006,0.015,0.3
0.795,0.081,0.345,1.713,19.023,83.766,6.785,46.847,0.096,0.005,0.02,0.315
0.676,0.061,0.31,1.492,18.147,58.053,5.88,38.67,0.106,0.008,0.015,0.401
0.6,0.048,0.247,1.297,18.103,67.089,6.344,46.62,0.109,0.008,0.02,0.39
1.139,0.306,0.31,3.097,16.853,83.759,6.372,48.344,0.117,0.01,0.013,0.434
0.893,0.168,0.283,2.048,16.845,72.496,5.444,43.296,0.121,0.009,0.02,0.318
0.763,0.122,0.225,1.689,17.294,88.974,5.302,54.684,0.114,0.007,0.01,0.342
0.656,0.092,0.192,1.477,15.844,58.312,6.417,40.125,0.12,0.008,0.01,0.367
0.597,0.074,0.172,1.29,15.243,57.705,6.602,37.907,0.128,0.007,0.02,0.356
1.184,0.526,0.288,4.433,14.772,73.906,5.586,53.121,0.131,0.01,0.013,0.341
0.904,0.224,0.234,2.495,14.968,57.866,5.923,46.444,0.134,0.01,0.026,0.363
0.746,0.152,0.193,1.978,16.04,85.192,5.479,52.663,0.138,0.012,0.02,0.363
0.642,0.118,0.156,1.685,14.882,50.339,5.218,39.234,0.138,0.011,0.02,0.39
0.552,0.088,0.143,1.463,14.568,53.701,5.674,38.01,0.143,0.013,0.02,0.404
1.068,0.638,0.235,5.145,13.381,57.13,4.712,35.096,0.168,0.015,0.013,0.416
0.827,0.266,0.183,2.866,12.992,33.331,5.16,26.744,0.155,0.013,0.026,0.401
0.694,0.187,0.147,2.304,14.219,69.293,5.179,44.165,0.167,0.015,0.02,0.386
0.579,0.137,0.118,1.901,13.301,45.924,5.146,33.812,0.167,0.015,0.02,0.416
0.511,0.101,0.103,1.615,14.645,112.006,5.015,54.278,0.177,0.015,0.02,0.393
1.1,0.597,0.171,3.565,12.561,57.116,4.788,35.011,0.184,0.014,0.026,0.434
0.819,0.3,0.13,2.432,12.156,44.601,5.082,34.948,0.184,0.013,0.033,0.416
0.692,0.219,0.093,1.972,12.65,50.507,5.067,33.694,0.182,0.017,0.033,0.449
0.585,0.158,0.086,1.644,12.341,63.035,4.774,35.878,0.192,0.014,0.026,0.397
0.578,0.164,0.065,1.567,12.271,68.419,4.902,44.872,0.2,0.016,0.026,0.416
1.29,0.668,0.147,3.817,10.143,36.643,4.759,28.405,0.221,0.016,0.02,0.442
0.973,0.307,0.095,2.52,10.04,46.043,5.044,31.333,0.225,0.014,0.033,0.419
0.788,0.201,0.07,2.057,10.639,52.204,4.906,33.39,0.221,0.014,0.026,0.434
0.677,0.154,0.063,1.707,10.451,54.645,4.672,40.48,0.227,0.015,0.02,0.431
0.576,0.112,0.059,1.44,10.102,53.615,4.413,43.487,0.237,0.014,0.02,0.404
1.351,0.527,0.365,3.515,9.034,33.127,4.407,34.456,0.25,0.017,0.02,0.438
1.053,0.29,0.227,2.647,8.957,28.237,4.619,26.332,0.25,0.014,0.046,0.449
0.865,0.197,0.177,2.089,9.606,33.825,4.516,23.286,0.245,0.016,0.033,0.434
