TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.927,0.056,0.424,1.6,7.169,1.909,4.306,10.782,0.213,0.011,0.044,0.414
0.698,0.039,0.32,1.236,7.399,4.114,4.783,14.247,0.22,0.011,0.044,0.407
0.575,0.047,0.23,1.652,7.8,4.853,4.534,14.247,0.21,0.01,0.052,0.403
1.576,0.454,0.758,4.448,6.537,1.819,4.318,9.796,0.243,0.009,0.091,0.424
1.095,0.142,0.498,2.472,7.312,4.206,4.378,17.016,0.22,0.01,0.026,0.418
0.852,0.086,0.334,1.904,7.336,2.593,5.071,11.898,0.216,0.012,0.039,0.437
0.652,0.053,0.23,1.526,7.675,2.998,4.331,11.719,0.211,0.01,0.078,0.409
0.591,0.105,0.164,1.565,7.804,4.012,5.049,14.919,0.212,0.011,0.052,0.43
1.522,0.52,0.717,4.831,6.674,2.751,3.955,13.88,0.243,0.01,0.052,0.478
1.065,0.153,0.439,2.505,7.075,4.32,4.711,15.796,0.242,0.011,0.058,0.441
0.781,0.096,0.282,1.842,7.61,4.239,4.725,13.566,0.219,0.014,0.059,0.43
0.601,0.057,0.198,1.397,7.956,6.293,4.872,17.678,0.217,0.012,0.039,0.411
0.461,0.035,0.141,1.062,7.882,3.663,4.767,12.79,0.223,0.012,0.045,0.441
1.491,0.704,0.308,4.849,6.733,4.694,4.203,16.22,0.253,0.011,0.052,0.435
1.028,0.21,0.253,2.484,6.886,5.327,3.945,15.984,0.25,0.011,0.058,0.43
0.767,0.119,0.182,1.813,7.539,5.525,3.928,15.413,0.231,0.011,0.064,0.433
0.563,0.076,0.157,1.426,7.501,4.567,4.267,13.293,0.239,0.012,0.058,0.43
0.459,0.066,0.11,1.48,7.59,9.143,4.476,21.665,0.242,0.011,0.019,0.449
1.424,0.459,0.548,3.871,6.735,4.524,4.292,16.983,0.259,0.012,0.032,0.445
0.941,0.167,0.297,2.233,6.386,1.374,4.541,9.724,0.268,0.007,0.072,0.449
0.712,0.096,0.207,1.571,7.204,3.547,4.445,11.554,0.242,0.01,0.052,0.441
0.531,0.057,0.139,1.171,7.316,7.386,4.202,17.938,0.258,0.011,0.039,0.424
0.513,0.208,0.1,2.871,7.133,3.535,4.309,12.217,0.253,0.009,0.071,0.422
1.343,0.486,0.564,4.312,6.476,3.178,4.005,13.666,0.276,0.012,0.072,0.437
0.895,0.159,0.289,2.362,6.596,2.206,4.01,10.777,0.277,0.011,0.084,0.449
0.633,0.084,0.131,1.589,6.893,3.29,4.099,13.06,0.267,0.01,0.072,0.437
0.474,0.048,0.131,1.172,6.673,2.925,4.099,11.916,0.275,0.01,0.084,0.436
0.35,0.027,0.09,0.866,6.965,3.288,4.504,14.229,0.275,0.01,0.058,0.452
1.231,0.408,0.438,3.902,6.228,2.749,3.996,12.658,0.297,0.009,0.078,0.441
0.833,0.144,0.278,2.044,6.146,1.995,4.279,10.075,0.304,0.007,0.104,0.43
0.604,0.077,0.192,1.442,6.349,2.052,3.832,10.447,0.297,0.009,0.065,0.456
0.429,0.044,0.125,1.027,6.662,3.653,4.347,14.595,0.287,0.01,0.058,0.441
0.339,0.041,0.098,1.234,6.729,4.835,3.939,16.574,0.293,0.011,0.052,0.488
1.234,0.434,0.449,3.811,5.847,2.846,3.887,11.149,0.33,0.011,0.084,0.5
0.769,0.14,0.219,2.019,6.327,2.9,4.256,13.502,0.306,0.009,0.058,0.449
0.566,0.081,0.145,1.4,6.901,5.121,4.08,18.128,0.28,0.013,0.02,0.452
0.413,0.046,0.111,1.054,6.452,3.4,4.053,11.851,0.308,0.013,0.078,0.506
0.365,0.062,0.075,1.217,6.401,2.963,3.472,13.006,0.311,0.01,0.065,0.523
1.23,0.597,0.44,4.081,6.216,4.317,3.472,13.006,0.313,0.011,0.058,0.523
0.781,0.182,0.246,2.2,5.874,2.161,3.991,10.603,0.335,0.007,0.104,0.464
0.531,0.093,0.129,1.555,6.41,4.444,4.214,13.626,0.311,0.01,0.052,0.456
0.391,0.053,0.095,1.143,6.338,3.765,4.091,13.632,0.318,0.01,0.065,0.456
0.286,0.03,0.066,0.833,6.294,1.955,4.184,9.722,0.318,0.006,0.149,0.449
1.276,0.505,0.319,3.36,5.889,3.141,3.563,13.303,0.332,0.012,0.065,0.502
0.84,0.2,0.173,2.103,5.544,1.706,3.618,8.898,0.352,0.007,0.11,0.527
0.59,0.103,0.11,1.535,6.1,1.656,4.284,9.148,0.314,0.008,0.137,0.441
0.414,0.053,0.08,1.109,5.751,2.215,3.445,10.175,0.352,0.007,0.117,0.532
