TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
3.119,0.011,2.966,3.282,7.579,0.08,6.989,7.992,0.066,0.001,0.025,0.121
2.343,0.022,1.906,2.61,5.84,0.089,4.823,6.344,0.122,0.002,0.043,0.282
2.041,0.019,1.791,2.274,5.181,0.182,4.448,5.885,0.212,0.005,0.085,0.326
1.802,0.017,1.556,2.027,4.672,0.184,3.993,5.421,0.29,0.004,0.185,0.402
1.587,0.016,1.217,1.808,4.575,0.215,3.767,5.931,0.302,0.004,0.185,0.412
1.448,0.028,1.217,2.344,4.959,0.474,3.625,7.058,0.27,0.006,0.12,0.435
3.602,2.874,1.769,7.18,5.433,0.453,4.478,6.872,0.211,0.005,0.067,0.346
2.152,0.103,1.549,2.762,4.824,0.165,3.936,5.657,0.271,0.004,0.108,0.396
1.865,0.055,1.361,2.279,5.04,0.533,3.691,6.864,0.251,0.005,0.134,0.417
1.655,0.041,1.213,2.024,6.078,3.136,3.528,11.228,0.205,0.008,0.067,0.421
1.544,0.071,1.093,2.405,8.052,9.862,4.039,18.174,0.152,0.006,0.033,0.384
2.344,1.463,1.201,6.943,7.062,13.847,4.168,18.49,0.19,0.009,0.029,0.37
1.771,0.12,1.07,2.673,8.448,17.59,4.404,21.858,0.145,0.005,0.031,0.327
1.541,0.078,0.972,2.199,11.008,22.533,4.575,26.8,0.11,0.004,0.03,0.315
1.38,0.059,0.863,1.941,12.666,25.323,4.675,26.79,0.104,0.003,0.03,0.306
1.239,0.045,0.771,1.751,14.162,29.073,5.426,27.168,0.086,0.002,0.03,0.249
2.131,1.236,0.828,6.272,8.89,14.302,4.31,20.097,0.118,0.006,0.025,0.333
1.63,0.172,0.733,2.725,11.18,21.112,5.39,23.899,0.11,0.004,0.025,0.292
1.428,0.116,0.618,2.3,11.838,23.532,4.611,22.286,0.107,0.004,0.03,0.343
1.252,0.088,0.553,2.041,12.763,25.04,4.411,24.583,0.105,0.004,0.03,0.343
1.143,0.085,0.468,1.863,12.908,26.65,4.788,25.541,0.108,0.004,0.025,0.301
1.718,0.592,0.98,5.073,9.123,10.238,4.804,20.11,0.126,0.005,0.032,0.306
1.362,0.088,0.813,2.321,10.265,15.154,4.15,27.34,0.116,0.006,0.032,0.389
1.21,0.062,0.721,1.857,11.597,17.689,4.499,22.17,0.112,0.005,0.03,0.31
1.07,0.047,0.616,1.584,11.976,27.076,5.307,29.998,0.11,0.003,0.025,0.269
1.004,0.067,0.541,1.825,12.918,37.858,5.338,34.665,0.106,0.004,0.03,0.292
1.738,0.834,0.716,4.911,9.324,26.51,3.768,36.296,0.129,0.006,0.018,0.407
1.336,0.158,0.593,2.33,9.783,16.889,4.677,26.962,0.118,0.004,0.03,0.333
1.135,0.098,0.51,1.899,10.493,14.787,4.802,20.971,0.109,0.003,0.032,0.245
1.001,0.072,0.432,1.62,11.402,19.877,6.405,30.983,0.112,0.003,0.03,0.231
0.882,0.057,0.368,1.444,11.397,24.485,4.629,30.623,0.113,0.004,0.03,0.319
1.656,0.812,0.569,5.752,8.765,13.941,3.924,22.783,0.145,0.007,0.037,0.406
1.278,0.152,0.464,2.511,9.949,12.325,5.096,21.534,0.121,0.003,0.03,0.293
1.104,0.101,0.366,2.053,10.572,18.067,5.366,28.331,0.12,0.003,0.025,0.263
0.946,0.078,0.32,1.776,9.63,8.384,4.894,19.9,0.128,0.004,0.037,0.259
0.845,0.064,0.274,1.54,10.75,11.764,5.759,20.014,0.117,0.004,0.037,0.292
1.511,0.497,0.498,4.419,8.378,10.823,4.249,19.76,0.15,0.006,0.03,0.384
1.15,0.129,0.376,2.273,9.067,7.491,5.253,18.346,0.127,0.003,0.038,0.273
0.999,0.089,0.313,1.844,10.184,12.06,5.152,19.84,0.122,0.003,0.03,0.259
0.865,0.066,0.266,1.587,10.183,13.26,4.551,23.254,0.121,0.003,0.03,0.269
0.795,0.067,0.233,1.462,10.838,12.091,4.586,22.539,0.115,0.003,0.025,0.319
1.406,0.437,0.4,3.287,7.904,8.021,4.491,17.087,0.169,0.007,0.03,0.335
1.087,0.132,0.326,2.051,9.047,10.487,4.859,17.207,0.138,0.003,0.03,0.301
0.901,0.082,0.25,1.62,8.997,8.673,4.715,16.879,0.143,0.004,0.025,0.309
0.782,0.067,0.197,1.389,9.558,11.356,4.469,20.031,0.142,0.005,0.025,0.329
0.684,0.05,0.15,1.236,10.124,14.364,5.616,19.231,0.138,0.004,0.037,0.256
1.37,0.584,0.339,3.635,7.525,6.584,4.254,15.304,0.183,0.007,0.037,0.375
1.049,0.201,0.245,2.194,8.53,7.821,4.899,17.232,0.15,0.005,0.043,0.293
0.878,0.13,0.191,1.778,8.702,8.171,3.704,17.076,0.155,0.006,0.051,0.382
0.738,0.095,0.125,1.532,9.032,9.582,4.73,15.921,0.153,0.005,0.019,0.324
0.65,0.075,0.125,1.353,9.393,11.604,4.598,19.768,0.149,0.005,0.037,0.324
1.305,0.5,0.425,4.047,7.361,5.312,4.141,13.803,0.182,0.006,0.049,0.38
0.963,0.153,0.29,2.149,7.816,5.241,4.235,12.705,0.168,0.005,0.03,0.324
0.811,0.104,0.244,1.851,8.1,8.647,4.023,14.448,0.185,0.008,0.043,0.398
0.688,0.075,0.201,1.556,8.427,6.75,4.59,14.022,0.175,0.008,0.037,0.406
0.747,0.499,0.164,4.736,7.337,5.622,4.143,15.24,0.201,0.006,0.057,0.389
1.518,0.877,0.598,4.736,6.514,4.543,3.394,11.308,0.21,0.008,0.063,0.44
1.084,0.225,0.453,2.491,6.957,4.21,4.223,13.109,0.193,0.006,0.074,0.366
0.88,0.141,0.354,1.996,7.087,5.892,3.532,14.458,0.206,0.01,0.043,0.483
0.752,0.106,0.288,1.639,7.01,5.552,3.643,13.133,0.209,0.01,0.067,0.464
0.641,0.079,0.226,1.412,6.883,5.164,3.779,12.656,0.214,0.01,0.061,0.49
1.463,0.612,0.55,4.716,5.469,2.332,3.509,9.733,0.263,0.012,0.08,0.473
1.103,0.194,0.396,2.366,6.117,3.672,3.851,12.031,0.226,0.007,0.043,0.424
0.914,0.123,0.311,1.804,6.008,3.866,3.8,12.74,0.247,0.009,0.08,0.413
0.758,0.09,0.266,1.481,6.497,6.364,3.397,13.192,0.235,0.012,0.055,0.492
0.663,0.068,0.219,1.177,6.012,3.086,3.686,13.292,0.252,0.01,0.055,0.424
1.418,0.506,0.597,3.942,5.031,3.183,3.189,13.251,0.303,0.009,0.067,0.508
1.039,0.179,0.436,2.088,5.424,2.709,3.612,12.025,0.275,0.009,0.061,0.469
0.865,0.117,0.363,1.643,5.949,4.532,3.485,12.025,0.255,0.012,0.057,0.471
0.728,0.084,0.304,1.355,5.441,3.447,3.512,12.354,0.28,0.012,0.049,0.492
0.677,0.118,0.253,2.317,5.323,2.08,3.438,9.158,0.294,0.011,0.101,0.485
1.402,0.519,0.533,3.127,4.952,2.691,3.219,11.832,0.316,0.013,0.098,0.521
