TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.718,0.079,0.336,1.59,3.666,0.402,2.758,5.682,0.462,0.005,0.282,0.553
0.501,0.043,0.263,1.098,3.776,0.251,2.899,4.787,0.463,0.003,0.348,0.559
0.347,0.023,0.176,0.796,3.756,0.288,3.042,5.042,0.466,0.004,0.319,0.547
0.299,0.034,0.117,0.861,3.809,0.303,2.501,5.006,0.472,0.004,0.294,0.611
1.096,0.34,0.497,2.906,3.564,0.272,2.501,4.686,0.471,0.004,0.297,0.611
0.648,0.086,0.333,1.457,3.577,0.326,2.683,5.256,0.48,0.004,0.319,0.605
0.413,0.044,0.136,0.987,3.673,0.299,2.579,5.228,0.482,0.004,0.308,0.603
0.293,0.023,0.116,0.723,3.767,0.35,2.726,5.181,0.477,0.004,0.331,0.591
0.197,0.01,0.091,0.494,3.856,0.345,2.692,5.414,0.474,0.004,0.307,0.628
0.952,0.314,0.333,2.796,3.589,0.312,2.515,4.859,0.473,0.004,0.294,0.591
0.562,0.09,0.256,1.503,3.568,0.331,2.683,5.237,0.485,0.005,0.252,0.608
0.368,0.046,0.15,1.055,3.619,0.383,2.692,5.062,0.497,0.004,0.331,0.639
0.241,0.018,0.093,0.674,3.886,0.466,2.892,5.424,0.478,0.004,0.301,0.597
0.181,0.014,0.074,0.667,3.98,0.476,2.917,5.757,0.488,0.004,0.331,0.603
0.91,0.284,0.404,2.632,3.515,0.283,2.393,4.717,0.484,0.004,0.307,0.632
0.498,0.087,0.158,1.339,3.657,0.512,2.463,5.326,0.49,0.006,0.27,0.636
0.328,0.039,0.127,0.91,3.777,0.473,2.831,5.727,0.487,0.004,0.337,0.59
0.219,0.016,0.076,0.622,3.828,0.542,2.782,6.497,0.487,0.004,0.307,0.591
0.195,0.022,0.057,0.633,3.968,0.564,2.751,6.042,0.485,0.005,0.313,0.595
0.835,0.306,0.28,2.462,3.541,0.397,2.684,5.14,0.488,0.005,0.308,0.587
0.467,0.087,0.155,1.378,3.57,0.333,2.454,4.713,0.504,0.004,0.294,0.627
0.291,0.033,0.096,0.858,3.807,0.579,2.61,5.999,0.49,0.005,0.356,0.63
0.195,0.015,0.065,0.565,3.785,0.398,2.74,5.726,0.497,0.004,0.325,0.608
0.133,0.006,0.053,0.381,4.005,0.531,2.876,5.705,0.487,0.004,0.354,0.589
0.759,0.31,0.18,2.372,3.523,0.464,2.373,5.172,0.502,0.005,0.313,0.611
0.421,0.085,0.131,1.257,3.672,0.451,2.433,5.322,0.491,0.004,0.344,0.626
0.266,0.035,0.069,0.767,3.817,0.509,2.586,5.995,0.496,0.004,0.35,0.603
0.168,0.013,0.057,0.461,4.002,0.612,2.842,6.017,0.492,0.004,0.342,0.616
0.123,0.006,0.038,0.37,4.065,0.518,2.963,5.907,0.486,0.004,0.344,0.583
0.767,0.357,0.21,2.584,3.617,0.568,2.364,5.488,0.491,0.006,0.301,0.638
0.393,0.094,0.081,1.283,3.72,0.679,2.533,5.921,0.5,0.006,0.323,0.633
0.249,0.034,0.074,0.796,3.727,0.596,2.686,5.921,0.503,0.005,0.307,0.623
0.164,0.014,0.048,0.515,3.873,0.552,2.693,5.8,0.499,0.004,0.348,0.607
0.146,0.016,0.036,0.755,3.99,0.516,2.939,6.283,0.493,0.004,0.35,0.627
0.697,0.306,0.152,2.56,3.614,0.506,2.483,5.102,0.5,0.005,0.307,0.607
0.364,0.081,0.073,1.272,3.75,0.675,2.587,6.233,0.506,0.005,0.329,0.611
0.216,0.026,0.043,0.601,3.782,0.564,2.422,5.551,0.5,0.005,0.325,0.64
0.147,0.011,0.045,0.513,3.974,0.509,2.745,5.934,0.493,0.003,0.356,0.599
0.098,0.005,0.028,0.306,4.119,0.565,2.956,5.749,0.5,0.004,0.35,0.599
0.662,0.327,0.132,2.412,3.674,0.627,2.501,5.618,0.502,0.005,0.331,0.614
0.341,0.074,0.072,1.189,3.707,0.582,2.454,5.221,0.51,0.006,0.313,0.623
0.211,0.027,0.05,0.693,3.843,0.851,2.679,6.775,0.512,0.005,0.356,0.621
0.133,0.009,0.035,0.421,4.042,0.807,2.57,6.28,0.501,0.004,0.356,0.614
0.096,0.004,0.025,0.288,4.225,0.763,2.833,6.6,0.498,0.004,0.337,0.611
0.635,0.278,0.147,2.118,3.684,0.732,2.651,6.356,0.506,0.006,0.288,0.607
0.307,0.064,0.048,1.098,3.744,0.56,2.64,5.431,0.515,0.003,0.337,0.599
0.201,0.027,0.035,0.694,3.91,0.655,2.609,6.009,0.505,0.004,0.335,0.614
0.126,0.009,0.026,0.446,3.852,0.634,2.632,6.098,0.508,0.006,0.314,0.632
0.105,0.008,0.021,0.507,4.01,0.732,2.707,6.098,0.509,0.005,0.331,0.608
0.611,0.302,0.11,2.438,3.584,0.627,2.658,5.796,0.513,0.005,0.294,0.608
0.311,0.073,0.061,1.107,3.718,0.822,2.604,6.031,0.513,0.006,0.233,0.623
0.181,0.024,0.02,0.658,3.817,0.585,2.817,6.244,0.513,0.003,0.325,0.601
0.12,0.009,0.02,0.409,4.039,0.739,2.753,6.278,0.505,0.005,0.319,0.648
0.08,0.003,0.023,0.234,4.186,0.895,2.746,7.367,0.503,0.005,0.313,0.615
0.561,0.297,0.089,2.42,3.654,0.754,2.351,6.456,0.515,0.005,0.319,0.652
0.287,0.067,0.045,1.145,3.82,0.842,2.577,6.528,0.519,0.005,0.282,0.636
0.17,0.02,0.033,0.684,3.906,0.796,2.625,6.277,0.513,0.004,0.362,0.623
0.108,0.007,0.023,0.456,4.128,0.974,2.667,7.385,0.511,0.004,0.348,0.619
