TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.352,0.054,0.035,1.165,2.767,0.784,1.415,6.023,0.581,0.007,0.361,0.756
0.286,0.041,0.031,1.035,2.765,0.863,1.286,5.731,0.582,0.006,0.393,0.71
0.99,0.351,0.065,2.845,2.876,1.017,1.444,6.701,0.552,0.01,0.328,0.742
0.599,0.116,0.051,1.499,2.85,1.139,1.41,6.727,0.564,0.01,0.324,0.727
0.438,0.066,0.043,1.177,2.759,0.915,1.171,5.729,0.583,0.008,0.385,0.765
0.317,0.039,0.022,0.898,2.694,0.692,1.258,4.83,0.595,0.007,0.41,0.782
0.276,0.043,0.032,0.976,2.793,0.905,1.347,5.534,0.586,0.007,0.397,0.709
0.873,0.438,0.047,3.309,2.745,1.052,1.405,6.777,0.576,0.011,0.32,0.753
0.539,0.124,0.034,1.498,2.725,0.852,1.221,5.376,0.587,0.009,0.363,0.742
0.373,0.069,0.023,1.101,2.727,0.875,1.382,6.58,0.589,0.007,0.41,0.723
0.276,0.039,0.021,0.839,2.755,0.939,1.189,5.839,0.601,0.006,0.451,0.749
0.203,0.023,0.018,0.713,2.804,1.067,1.192,7.135,0.594,0.007,0.438,0.742
0.735,0.3,0.027,2.347,2.695,0.742,1.301,4.814,0.585,0.009,0.309,0.756
0.479,0.106,0.019,1.278,2.635,0.743,1.235,5.314,0.598,0.008,0.38,0.727
0.338,0.057,0.017,0.961,2.71,0.925,1.259,5.484,0.596,0.008,0.36,0.734
0.237,0.03,0.018,0.689,2.798,1.219,1.056,6.722,0.6,0.007,0.393,0.76
0.184,0.022,0.015,0.73,2.838,1.211,1.294,6.909,0.604,0.007,0.385,0.743
0.748,0.347,0.022,2.558,2.765,1.215,1.272,7.314,0.586,0.008,0.354,0.767
0.418,0.095,0.012,1.252,2.613,0.891,1.22,6.526,0.609,0.008,0.343,0.76
0.299,0.053,0.015,0.918,2.745,0.995,1.243,5.721,0.6,0.007,0.354,0.742
0.214,0.027,0.013,0.686,2.885,1.395,1.027,7.268,0.607,0.005,0.436,0.727
0.252,0.153,0.009,2.627,2.901,1.374,1.244,7.684,0.597,0.006,0.418,0.731
0.739,0.389,0.019,2.627,2.785,1.414,1.254,8.165,0.589,0.008,0.354,0.731
0.429,0.099,0.013,1.21,2.577,0.674,0.905,4.835,0.611,0.008,0.364,0.749
0.284,0.049,0.01,0.833,2.69,0.93,1.234,5.8,0.609,0.008,0.326,0.768
0.203,0.026,0.01,0.651,2.801,0.984,1.101,5.908,0.605,0.006,0.418,0.749
0.145,0.013,0.007,0.459,2.808,0.939,0.982,5.837,0.616,0.006,0.385,0.745
0.63,0.271,0.013,2.175,2.662,1.042,0.96,6.148,0.6,0.007,0.404,0.751
0.387,0.091,0.011,1.173,2.738,1.194,0.981,7.356,0.607,0.006,0.426,0.738
0.269,0.045,0.015,0.874,2.71,1.004,1.264,5.54,0.612,0.006,0.416,0.742
0.175,0.02,0.007,0.614,2.853,1.582,1.125,7.449,0.612,0.007,0.43,0.76
0.142,0.015,0.012,0.647,2.908,1.084,1.071,6.175,0.61,0.005,0.43,0.727
0.625,0.304,0.01,2.475,2.618,1.191,1.18,7.973,0.612,0.008,0.404,0.731
0.338,0.073,0.012,1.036,2.62,1.054,1.05,6.758,0.622,0.006,0.421,0.782
0.231,0.036,0.008,0.719,2.62,0.845,1.002,5.849,0.63,0.006,0.467,0.79
0.166,0.018,0.006,0.576,2.887,1.266,1.138,6.927,0.614,0.006,0.443,0.76
0.186,0.084,0.006,1.751,2.98,1.241,1.194,6.162,0.613,0.005,0.402,0.72
0.6,0.313,0.009,2.891,2.613,1.08,0.963,6.513,0.614,0.009,0.311,0.767
0.345,0.081,0.009,1.15,2.727,1.188,0.963,7.273,0.607,0.009,0.352,0.749
0.218,0.036,0.01,0.777,2.714,1.161,1.232,7.233,0.624,0.005,0.492,0.753
0.156,0.018,0.006,0.576,2.745,1.208,1.035,7.524,0.623,0.005,0.467,0.751
0.11,0.008,0.008,0.404,3.058,1.581,0.904,7.8,0.614,0.006,0.443,0.763
0.588,0.385,0.005,3.222,2.63,1.244,0.963,7.563,0.616,0.008,0.404,0.751
0.324,0.084,0.009,1.311,2.701,1.515,1.07,8.489,0.625,0.006,0.444,0.771
0.217,0.041,0.006,0.826,2.773,1.184,0.952,6.595,0.624,0.005,0.38,0.767
0.138,0.016,0.006,0.517,2.79,1.101,1.064,6.786,0.624,0.005,0.438,0.768
0.114,0.014,0.005,0.601,2.914,1.008,1.199,6.188,0.616,0.006,0.425,0.756
0.591,0.313,0.005,2.314,2.652,1.394,1.157,7.231,0.614,0.008,0.421,0.753
0.317,0.078,0.008,1.076,2.677,1.356,0.941,7.051,0.625,0.006,0.425,0.771
0.216,0.035,0.007,0.798,2.862,1.299,1.227,6.358,0.618,0.006,0.444,0.763
0.149,0.017,0.011,0.564,3.002,1.353,0.991,6.837,0.613,0.006,0.402,0.74
0.123,0.016,0.003,0.567,2.949,1.407,0.93,6.598,0.623,0.005,0.421,0.771
0.575,0.288,0.003,2.169,2.588,0.992,1.154,6.598,0.62,0.007,0.455,0.774
0.318,0.079,0.006,1.231,2.751,1.654,0.883,7.16,0.626,0.006,0.434,0.767
0.202,0.031,0.005,0.681,2.791,1.295,1.012,6.997,0.625,0.006,0.425,0.791
0.144,0.019,0.002,0.657,2.761,0.943,1.151,5.511,0.626,0.006,0.438,0.746
0.099,0.008,0.003,0.43,2.843,1.107,1.181,5.753,0.624,0.006,0.438,0.746
0.534,0.291,0.003,2.544,2.682,1.428,1.121,8.754,0.626,0.006,0.376,0.749
0.299,0.074,0.006,1.043,2.705,0.991,1.098,6.197,0.621,0.007,0.38,0.745
0.191,0.03,0.003,0.688,2.732,1.085,1.11,6.596,0.627,0.006,0.436,0.742
0.126,0.013,0.007,0.477,2.875,1.477,1.186,7.483,0.622,0.006,0.463,0.79
