TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
2.614,0.022,2.291,2.96,21.891,67.756,8.558,52.205,0.036,0.0,0.004,0.069
2.943,0.922,2.393,8.676,19.698,58.224,7.242,44.393,0.035,0.0,0.0,0.087
2.693,0.125,2.321,4.813,21.374,119.885,7.114,77.415,0.036,0.0,0.01,0.076
2.595,0.034,2.27,3.346,24.075,128.167,9.102,69.52,0.034,0.0,0.004,0.102
2.526,0.025,2.215,3.065,24.356,102.925,8.322,53.296,0.034,0.0,0.01,0.102
2.479,0.02,2.18,2.926,24.226,75.42,9.302,49.329,0.034,0.0,0.007,0.076
2.568,0.023,2.162,2.924,23.999,88.501,8.716,47.053,0.036,0.0,0.007,0.068
2.493,0.018,2.122,2.748,24.465,147.498,8.734,56.725,0.038,0.0,0.007,0.091
2.427,0.016,2.084,2.658,23.612,107.721,9.392,55.287,0.037,0.0,0.007,0.074
2.377,0.015,2.033,2.579,26.354,151.327,9.419,73.389,0.037,0.0,0.013,0.08
2.328,0.014,1.993,2.518,26.194,135.387,9.457,65.134,0.038,0.0,0.015,0.102
2.415,0.022,1.962,2.782,23.917,121.473,9.069,53.696,0.039,0.0,0.01,0.087
2.354,0.018,1.935,2.571,25.255,189.643,8.691,69.114,0.041,0.0,0.01,0.083
2.298,0.017,1.879,2.511,26.508,180.339,9.78,81.299,0.038,0.0,0.007,0.08
2.244,0.016,1.855,2.46,27.17,216.247,10.068,94.365,0.04,0.0,0.015,0.083
2.205,0.014,1.812,2.403,25.357,173.468,10.212,83.239,0.041,0.0,0.007,0.133
2.311,0.027,1.793,2.679,24.712,194.14,9.74,87.117,0.041,0.001,0.007,0.141
2.241,0.022,1.769,2.493,25.198,137.867,8.814,53.177,0.041,0.0,0.01,0.087
2.194,0.02,1.739,2.432,23.33,98.516,9.605,52.924,0.045,0.001,0.01,0.117
2.146,0.018,1.718,2.358,25.809,194.483,9.418,67.474,0.046,0.001,0.02,0.159
2.111,0.019,1.641,2.314,25.809,205.91,8.98,71.451,0.045,0.0,0.015,0.133
2.217,0.036,1.641,2.581,23.256,148.669,10.14,64.476,0.046,0.001,0.01,0.125
2.155,0.03,1.614,2.41,23.957,158.194,8.42,64.617,0.05,0.001,0.01,0.167
2.098,0.027,1.588,2.338,25.017,206.994,8.217,70.78,0.052,0.001,0.015,0.136
2.06,0.026,1.562,2.297,24.442,206.719,8.031,83.543,0.054,0.001,0.013,0.205
2.017,0.024,1.536,2.247,25.392,209.471,7.554,83.191,0.056,0.001,0.013,0.212
2.122,0.046,1.509,2.49,24.204,219.778,10.491,79.157,0.055,0.001,0.013,0.152
2.062,0.039,1.496,2.342,22.831,164.425,7.302,76.118,0.056,0.001,0.02,0.186
2.017,0.036,1.465,2.286,23.444,194.171,7.756,76.969,0.06,0.002,0.013,0.258
1.969,0.033,1.432,2.249,22.34,154.204,8.664,59.901,0.061,0.002,0.013,0.227
1.936,0.032,1.408,2.181,22.31,155.477,7.257,65.514,0.062,0.003,0.007,0.299
2.201,0.928,1.385,8.644,21.501,144.542,8.128,61.387,0.064,0.002,0.0,0.183
2.036,0.12,1.378,3.831,21.876,159.181,7.108,72.438,0.073,0.004,0.013,0.269
1.981,0.088,1.328,3.341,21.402,171.276,6.566,75.536,0.077,0.005,0.013,0.277
1.938,0.075,1.324,3.146,21.034,174.323,6.478,66.867,0.08,0.005,0.0,0.318
1.908,0.069,1.299,2.988,20.487,182.212,6.623,71.653,0.083,0.004,0.013,0.254
2.203,0.628,1.272,6.773,19.565,191.6,7.246,85.974,0.083,0.006,0.013,0.277
2.035,0.125,1.245,3.474,18.509,133.528,6.623,62.333,0.092,0.006,0.013,0.288
1.971,0.103,1.227,3.24,19.655,191.401,6.491,83.566,0.091,0.006,0.02,0.326
1.926,0.091,1.211,3.074,17.632,171.953,5.551,78.804,0.102,0.008,0.02,0.326
1.884,0.082,1.213,2.966,17.839,121.418,6.507,58.911,0.097,0.007,0.015,0.299
2.209,0.764,1.164,6.976,16.972,118.392,6.874,55.442,0.094,0.008,0.01,0.333
2.012,0.149,1.152,3.497,16.672,131.966,6.282,68.831,0.095,0.007,0.013,0.295
1.949,0.12,1.124,3.257,16.103,87.014,5.846,45.06,0.109,0.009,0.013,0.337
1.892,0.103,1.135,3.088,16.124,86.319,5.554,47.372,0.108,0.009,0.013,0.326
1.857,0.095,1.09,2.964,16.221,126.026,6.179,55.194,0.115,0.009,0.007,0.307
2.163,0.496,1.083,6.485,15.205,97.42,6.141,55.361,0.123,0.011,0.013,0.33
2.014,0.132,1.077,3.413,15.296,107.43,6.234,54.188,0.122,0.01,0.007,0.307
1.961,0.114,1.045,3.198,15.196,106.455,5.762,58.289,0.129,0.01,0.013,0.367
1.908,0.103,1.052,3.044,15.233,121.201,5.966,64.889,0.13,0.011,0.013,0.33
1.901,0.109,1.024,2.934,13.385,107.159,5.773,57.305,0.143,0.01,0.013,0.333
2.592,2.03,1.033,8.22,12.528,83.192,5.773,46.346,0.127,0.01,0.0,0.326
2.194,0.251,1.031,3.654,12.262,74.272,5.614,44.586,0.139,0.01,0.013,0.345
2.098,0.182,0.993,3.23,11.829,53.275,5.729,36.715,0.131,0.01,0.013,0.364
2.039,0.164,0.983,3.115,11.966,67.973,5.582,42.562,0.148,0.009,0.02,0.352
1.982,0.144,0.96,2.988,11.864,67.511,5.655,38.817,0.146,0.009,0.013,0.348
2.424,0.842,0.957,6.128,10.766,58.641,5.541,40.542,0.152,0.009,0.013,0.333
2.182,0.201,0.919,3.428,10.656,47.359,5.443,34.531,0.158,0.01,0.013,0.341
2.109,0.17,0.909,3.219,10.851,66.793,5.452,44.407,0.154,0.01,0.013,0.345
2.04,0.15,0.884,3.06,10.799,65.616,5.357,44.537,0.167,0.01,0.013,0.352
