TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
1.167,0.057,0.789,1.917,3.856,0.241,2.951,5.204,0.417,0.004,0.258,0.579
0.896,0.04,0.438,1.494,3.965,0.256,3.044,5.457,0.409,0.004,0.265,0.55
0.72,0.027,0.438,1.194,4.016,0.312,2.972,5.317,0.408,0.005,0.267,0.558
0.561,0.02,0.324,0.986,4.003,0.429,2.882,6.215,0.417,0.005,0.222,0.55
1.511,0.188,0.856,2.426,3.691,0.145,2.689,4.537,0.435,0.003,0.302,0.587
1.097,0.048,0.685,1.49,3.806,0.264,3.007,4.943,0.421,0.005,0.235,0.55
0.856,0.029,0.496,1.182,3.864,0.248,2.751,5.135,0.417,0.004,0.29,0.556
0.65,0.023,0.356,0.927,3.923,0.249,2.998,5.119,0.421,0.004,0.236,0.564
0.527,0.024,0.288,1.239,4.041,0.374,3.063,5.252,0.42,0.006,0.253,0.548
1.51,0.182,0.959,2.622,3.636,0.133,2.792,4.521,0.449,0.002,0.365,0.558
1.029,0.055,0.567,1.525,3.663,0.157,2.775,4.484,0.436,0.004,0.321,0.583
0.799,0.031,0.512,1.1,3.714,0.19,2.719,4.747,0.443,0.003,0.329,0.57
0.619,0.021,0.365,0.874,3.825,0.341,2.918,5.88,0.437,0.006,0.191,0.548
0.544,0.053,0.285,1.242,3.718,0.168,2.761,4.746,0.452,0.003,0.352,0.583
1.445,0.2,0.854,2.683,3.526,0.119,2.88,4.304,0.461,0.002,0.353,0.566
1.006,0.052,0.613,1.528,3.729,0.278,2.673,5.454,0.432,0.005,0.241,0.598
0.735,0.036,0.395,1.12,3.718,0.285,2.829,5.266,0.446,0.006,0.259,0.583
0.576,0.022,0.336,0.875,3.764,0.264,2.815,4.953,0.443,0.004,0.28,0.558
0.439,0.015,0.26,0.705,3.803,0.39,2.901,6.362,0.453,0.004,0.235,0.573
1.319,0.148,0.802,2.257,3.486,0.123,2.681,4.41,0.465,0.003,0.365,0.606
0.936,0.044,0.61,1.346,3.541,0.208,2.641,5.308,0.455,0.003,0.333,0.595
0.704,0.025,0.405,1.004,3.659,0.253,2.667,4.731,0.453,0.006,0.272,0.616
0.516,0.018,0.265,0.796,3.694,0.287,2.721,5.462,0.454,0.005,0.248,0.583
0.412,0.021,0.211,1.112,3.688,0.24,2.922,5.071,0.461,0.003,0.352,0.585
1.351,0.166,0.804,2.148,3.473,0.161,2.584,4.547,0.466,0.003,0.34,0.595
0.899,0.061,0.516,1.341,3.496,0.149,2.698,4.82,0.47,0.003,0.314,0.574
0.676,0.029,0.397,1.029,3.515,0.176,2.843,4.827,0.467,0.003,0.352,0.579
0.508,0.019,0.283,0.818,3.611,0.209,2.874,4.896,0.466,0.003,0.327,0.591
0.47,0.107,0.204,2.127,3.58,0.234,2.706,5.157,0.475,0.004,0.272,0.599
1.317,0.239,0.744,3.127,3.427,0.157,2.853,4.618,0.481,0.003,0.32,0.57
0.888,0.064,0.516,1.639,3.529,0.252,2.569,4.651,0.464,0.005,0.283,0.599
0.633,0.039,0.362,1.178,3.484,0.207,2.67,4.78,0.469,0.003,0.308,0.579
0.484,0.024,0.259,0.913,3.599,0.271,2.744,5.166,0.469,0.004,0.304,0.587
0.357,0.015,0.192,0.674,3.619,0.215,2.766,4.737,0.472,0.004,0.352,0.591
1.273,0.241,0.56,2.55,3.403,0.17,2.663,4.334,0.477,0.004,0.349,0.616
0.853,0.063,0.501,1.449,3.415,0.186,2.522,4.636,0.476,0.004,0.346,0.591
0.62,0.036,0.366,1.068,3.496,0.205,2.579,4.805,0.479,0.004,0.315,0.587
0.446,0.022,0.245,0.752,3.531,0.219,2.716,4.729,0.485,0.003,0.365,0.599
0.354,0.021,0.193,0.962,3.598,0.235,2.866,4.835,0.476,0.004,0.34,0.61
1.268,0.214,0.717,2.666,3.394,0.16,2.735,4.419,0.485,0.003,0.352,0.587
0.808,0.062,0.459,1.469,3.371,0.188,2.573,4.272,0.483,0.004,0.365,0.612
0.602,0.039,0.308,1.083,3.474,0.189,2.763,4.831,0.479,0.003,0.327,0.602
0.441,0.023,0.237,0.807,3.449,0.22,2.514,4.79,0.488,0.005,0.296,0.595
0.393,0.05,0.154,1.027,3.485,0.213,2.782,4.698,0.495,0.004,0.358,0.595
1.205,0.174,0.61,1.954,3.311,0.178,2.572,4.423,0.499,0.003,0.344,0.595
0.792,0.057,0.455,1.251,3.34,0.169,2.552,4.565,0.491,0.003,0.358,0.591
0.554,0.035,0.245,0.937,3.388,0.153,2.676,4.445,0.49,0.003,0.371,0.595
0.411,0.019,0.223,0.707,3.473,0.301,2.698,5.136,0.489,0.004,0.314,0.571
0.3,0.011,0.154,0.546,3.522,0.19,2.683,5.064,0.489,0.003,0.333,0.599
1.17,0.225,0.51,2.904,3.33,0.164,2.545,4.243,0.492,0.003,0.384,0.603
0.774,0.066,0.426,1.519,3.343,0.172,2.623,4.488,0.487,0.003,0.346,0.602
0.554,0.035,0.292,1.102,3.372,0.122,2.585,4.273,0.495,0.003,0.396,0.599
0.387,0.023,0.145,0.817,3.46,0.189,2.806,4.902,0.488,0.003,0.365,0.587
