TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.659,0.029,0.355,1.138,3.967,0.355,3.03,5.923,0.419,0.003,0.313,0.544
0.529,0.024,0.224,1.078,4.027,0.558,2.914,7.881,0.42,0.004,0.241,0.521
1.552,0.415,0.965,3.859,3.813,0.298,2.993,5.284,0.419,0.005,0.233,0.54
0.998,0.068,0.538,1.998,3.861,0.302,3.162,5.036,0.42,0.005,0.264,0.532
0.763,0.046,0.399,1.448,3.88,0.375,2.914,6.244,0.426,0.004,0.255,0.549
0.567,0.029,0.361,1.2,3.828,0.241,3.089,4.938,0.442,0.004,0.321,0.542
0.499,0.085,0.248,1.758,3.933,0.312,3.103,6.118,0.432,0.004,0.302,0.553
1.338,0.314,0.623,3.15,3.674,0.258,2.928,4.895,0.437,0.005,0.252,0.554
0.885,0.073,0.529,1.786,3.676,0.259,2.692,5.092,0.448,0.004,0.277,0.572
0.626,0.042,0.286,1.297,3.738,0.336,2.675,5.214,0.454,0.005,0.296,0.576
0.458,0.023,0.224,0.986,3.882,0.405,2.781,6.421,0.445,0.005,0.215,0.553
0.337,0.012,0.19,0.715,3.874,0.504,2.708,6.529,0.459,0.006,0.235,0.609
1.224,0.357,0.522,3.034,3.64,0.305,2.756,5.165,0.457,0.005,0.278,0.588
0.792,0.076,0.436,1.567,3.737,0.324,2.67,5.385,0.449,0.004,0.292,0.586
0.565,0.038,0.309,1.143,3.659,0.354,2.807,5.901,0.461,0.005,0.253,0.584
0.389,0.018,0.177,0.796,3.662,0.176,2.854,4.658,0.467,0.003,0.34,0.563
0.3,0.016,0.152,0.841,3.829,0.384,2.956,6.089,0.457,0.004,0.327,0.571
1.157,0.343,0.644,2.97,3.577,0.364,2.733,5.304,0.468,0.005,0.302,0.584
0.702,0.098,0.311,1.627,3.713,0.58,2.674,6.411,0.461,0.005,0.285,0.581
0.499,0.044,0.247,1.14,3.593,0.412,2.77,5.719,0.478,0.004,0.348,0.564
0.357,0.024,0.17,0.858,3.819,0.394,2.925,5.827,0.463,0.004,0.333,0.597
0.312,0.035,0.126,0.951,3.733,0.236,2.904,5.24,0.478,0.003,0.327,0.554
1.094,0.372,0.465,3.054,3.468,0.29,2.542,4.89,0.477,0.005,0.296,0.609
0.67,0.101,0.291,1.701,3.725,0.596,2.789,7.08,0.461,0.005,0.285,0.586
0.442,0.052,0.175,1.246,3.741,0.456,2.758,5.946,0.467,0.005,0.321,0.633
0.313,0.025,0.118,0.9,3.755,0.41,2.899,5.503,0.47,0.004,0.335,0.581
0.221,0.011,0.088,0.652,3.8,0.325,2.984,5.046,0.476,0.004,0.346,0.57
0.996,0.353,0.331,2.786,3.555,0.422,2.591,5.407,0.47,0.005,0.315,0.609
0.61,0.097,0.233,1.502,3.607,0.479,2.681,5.413,0.474,0.005,0.278,0.595
0.412,0.042,0.15,1.015,3.748,0.871,2.844,8.609,0.479,0.004,0.297,0.581
0.278,0.022,0.095,0.738,3.693,0.396,2.847,5.497,0.489,0.004,0.309,0.619
0.21,0.016,0.072,0.769,3.86,0.671,2.863,6.834,0.479,0.004,0.34,0.586
1.005,0.382,0.335,2.974,3.546,0.379,2.659,5.055,0.481,0.006,0.217,0.654
0.562,0.085,0.185,1.377,3.53,0.309,2.605,4.848,0.482,0.004,0.333,0.608
0.388,0.043,0.129,0.985,3.609,0.383,2.605,5.34,0.487,0.004,0.34,0.608
0.265,0.021,0.079,0.701,3.648,0.322,2.637,5.037,0.489,0.004,0.329,0.633
0.322,0.288,0.059,2.898,3.797,0.417,2.656,5.831,0.484,0.004,0.321,0.62
1.026,0.51,0.306,2.898,3.512,0.374,2.663,5.442,0.49,0.005,0.321,0.614
0.597,0.143,0.15,1.747,3.554,0.383,2.634,5.004,0.482,0.006,0.28,0.593
0.383,0.058,0.092,1.202,3.651,0.387,2.553,5.517,0.483,0.005,0.284,0.62
0.27,0.032,0.07,0.832,3.671,0.365,2.893,5.315,0.49,0.005,0.291,0.601
0.185,0.015,0.049,0.581,3.642,0.367,2.772,5.408,0.499,0.004,0.309,0.6
0.894,0.373,0.215,2.789,3.47,0.334,2.586,4.684,0.494,0.004,0.321,0.62
0.518,0.094,0.183,1.429,3.609,0.744,2.678,8.24,0.487,0.005,0.241,0.633
0.341,0.038,0.125,0.961,3.556,0.262,2.774,5.006,0.492,0.003,0.327,0.609
0.219,0.018,0.074,0.681,3.735,0.423,2.746,5.397,0.491,0.003,0.358,0.584
0.165,0.012,0.055,0.577,3.73,0.245,2.867,5.175,0.498,0.003,0.346,0.576
0.886,0.33,0.304,2.615,3.421,0.288,2.483,4.71,0.497,0.006,0.298,0.646
0.474,0.073,0.145,1.311,3.451,0.352,2.423,5.09,0.503,0.004,0.333,0.658
0.325,0.037,0.102,0.88,3.553,0.368,2.579,5.129,0.499,0.004,0.333,0.623
0.214,0.016,0.066,0.591,3.608,0.303,2.85,5.309,0.501,0.003,0.389,0.593
0.204,0.05,0.045,1.471,3.721,0.388,2.562,5.35,0.492,0.004,0.327,0.614
0.84,0.343,0.297,2.711,3.612,0.684,2.538,6.271,0.488,0.006,0.302,0.627
0.47,0.087,0.159,1.36,3.429,0.322,2.579,4.904,0.506,0.003,0.34,0.609
0.292,0.037,0.09,0.934,3.639,0.399,2.836,5.929,0.491,0.004,0.34,0.62
0.197,0.016,0.07,0.69,3.608,0.299,2.809,5.053,0.5,0.004,0.358,0.601
0.134,0.006,0.053,0.447,3.88,0.572,2.817,6.779,0.491,0.004,0.333,0.614
0.853,0.419,0.258,2.671,3.505,0.465,2.598,5.26,0.495,0.005,0.315,0.625
0.494,0.13,0.14,1.584,3.524,0.286,2.632,4.998,0.502,0.004,0.358,0.605
0.316,0.058,0.094,1.098,3.523,0.289,2.577,4.711,0.505,0.004,0.377,0.629
0.195,0.018,0.055,0.712,3.664,0.287,2.783,4.896,0.507,0.004,0.358,0.601
