TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.32,0.023,0.053,0.657,3.694,0.344,2.797,5.402,0.5,0.004,0.296,0.628
0.196,0.007,0.028,0.389,3.845,0.432,2.664,5.575,0.5,0.002,0.37,0.579
0.148,0.012,0.03,0.81,3.95,0.308,3.139,5.68,0.491,0.003,0.37,0.595
0.856,0.199,0.145,1.779,3.364,0.206,2.559,4.654,0.509,0.003,0.41,0.637
0.448,0.053,0.067,0.92,3.552,0.291,2.553,5.339,0.502,0.002,0.379,0.629
0.291,0.021,0.031,0.603,3.534,0.285,2.617,5.467,0.514,0.003,0.364,0.615
0.189,0.008,0.031,0.397,3.688,0.225,2.864,4.959,0.51,0.002,0.395,0.609
0.173,0.022,0.023,0.749,3.862,0.308,2.682,5.626,0.501,0.002,0.366,0.6
0.817,0.187,0.094,1.822,3.395,0.28,2.607,5.608,0.512,0.002,0.354,0.596
0.452,0.051,0.051,0.958,3.589,0.383,2.64,5.757,0.502,0.003,0.37,0.595
0.264,0.019,0.037,0.615,3.584,0.271,2.76,5.222,0.513,0.002,0.37,0.591
0.175,0.008,0.033,0.408,3.764,0.398,2.593,5.696,0.507,0.002,0.412,0.634
0.119,0.003,0.013,0.262,3.916,0.233,3.135,5.07,0.502,0.003,0.369,0.619
0.752,0.187,0.062,1.734,3.408,0.24,2.567,4.892,0.511,0.003,0.364,0.633
0.43,0.053,0.049,0.932,3.565,0.352,2.6,5.089,0.503,0.003,0.34,0.636
0.26,0.018,0.026,0.593,3.626,0.358,2.433,5.428,0.512,0.002,0.401,0.622
0.159,0.007,0.018,0.334,3.777,0.378,2.899,6.047,0.509,0.002,0.379,0.587
