TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.91,0.151,0.255,2.396,14.372,35.12,5.607,32.796,0.095,0.005,0.02,0.293
0.769,0.109,0.203,1.982,14.13,22.941,5.966,25.784,0.098,0.007,0.02,0.347
0.694,0.113,0.164,1.798,15.273,25.965,6.364,29.216,0.095,0.005,0.02,0.31
1.245,0.355,0.303,3.186,12.464,18.818,4.89,20.332,0.119,0.009,0.02,0.395
0.976,0.196,0.205,1.997,13.946,38.289,6.84,42.755,0.099,0.005,0.02,0.343
0.791,0.144,0.161,1.634,13.276,24.899,6.565,26.641,0.117,0.009,0.02,0.376
0.665,0.1,0.141,1.365,13.785,25.88,5.885,29.338,0.107,0.007,0.02,0.299
0.557,0.074,0.114,1.169,13.889,34.591,7.071,34.932,0.112,0.008,0.02,0.332
1.264,0.546,0.223,4.276,12.676,19.567,6.078,25.82,0.115,0.007,0.02,0.358
0.972,0.252,0.149,2.6,12.622,19.423,5.501,24.729,0.117,0.008,0.025,0.358
0.796,0.173,0.117,2.088,13.101,29.473,5.218,31.515,0.117,0.007,0.015,0.347
0.644,0.121,0.097,1.749,13.78,35.807,5.132,29.194,0.118,0.009,0.02,0.333
0.554,0.096,0.074,1.475,13.871,33.636,6.423,30.754,0.119,0.009,0.013,0.395
1.333,1.027,0.151,5.414,11.818,30.61,5.121,25.143,0.142,0.01,0.02,0.369
0.937,0.36,0.104,2.814,11.656,23.476,5.463,29.458,0.14,0.01,0.03,0.402
0.761,0.23,0.076,2.197,12.709,36.224,5.462,29.966,0.145,0.013,0.026,0.402
0.628,0.16,0.062,1.796,12.424,32.722,5.207,30.779,0.139,0.009,0.02,0.374
0.559,0.126,0.052,1.669,11.413,22.807,5.788,29.052,0.154,0.013,0.013,0.399
1.161,0.369,0.161,2.867,10.684,22.569,5.395,26.821,0.161,0.012,0.03,0.4
0.869,0.213,0.102,1.983,11.772,29.468,4.291,27.309,0.167,0.015,0.025,0.417
0.683,0.148,0.079,1.599,11.426,27.097,5.306,35.054,0.16,0.012,0.013,0.413
0.562,0.103,0.058,1.321,10.377,18.969,5.17,28.643,0.169,0.012,0.026,0.413
0.464,0.072,0.048,1.093,11.82,31.734,5.165,33.986,0.16,0.013,0.013,0.402
1.054,0.374,0.104,2.737,10.226,18.352,4.633,23.046,0.18,0.015,0.015,0.41
0.792,0.206,0.071,1.814,10.453,20.123,4.796,22.266,0.182,0.013,0.026,0.417
0.629,0.139,0.047,1.443,10.959,37.175,4.242,32.79,0.187,0.016,0.02,0.406
0.5,0.096,0.041,1.21,10.265,28.548,4.486,27.329,0.198,0.013,0.03,0.402
0.425,0.07,0.032,1.015,10.583,32.337,4.78,28.147,0.197,0.014,0.033,0.417
1.177,0.625,0.076,4.623,9.442,22.398,4.536,23.639,0.215,0.016,0.02,0.443
0.818,0.262,0.046,2.637,10.549,45.039,4.715,35.58,0.202,0.015,0.026,0.424
0.667,0.19,0.036,2.086,10.012,32.696,4.519,29.579,0.207,0.016,0.02,0.43
0.54,0.13,0.028,1.72,9.71,35.926,4.532,32.94,0.223,0.015,0.02,0.424
0.522,0.148,0.023,1.974,9.289,30.387,4.557,28.722,0.224,0.014,0.02,0.413
1.222,0.496,0.054,3.36,8.518,14.961,4.506,23.742,0.224,0.014,0.035,0.43
0.869,0.224,0.032,2.036,8.285,13.759,4.665,19.555,0.231,0.011,0.06,0.417
0.665,0.133,0.025,1.55,8.367,12.52,4.825,17.818,0.233,0.013,0.026,0.435
0.542,0.096,0.02,1.283,8.112,11.936,4.533,21.603,0.244,0.012,0.053,0.432
0.439,0.065,0.027,1.06,7.894,14.88,4.419,22.862,0.261,0.011,0.033,0.428
1.182,0.402,0.297,2.834,7.906,19.202,3.824,26.481,0.265,0.015,0.053,0.483
0.858,0.192,0.177,1.85,7.881,15.05,4.09,20.747,0.26,0.013,0.026,0.441
0.668,0.126,0.125,1.445,7.301,9.037,4.421,17.416,0.274,0.01,0.073,0.439
0.524,0.086,0.094,1.19,7.548,14.292,4.308,23.124,0.276,0.012,0.053,0.432
