TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
3.346,0.007,3.153,3.454,8.56,2.038,7.39,11.568,0.039,0.0,0.013,0.084
2.462,0.028,1.967,2.715,7.891,2.163,6.132,11.19,0.068,0.001,0.013,0.177
2.013,0.01,1.658,2.208,7.297,0.953,6.015,9.936,0.132,0.005,0.026,0.278
1.646,0.006,1.485,1.806,6.688,0.94,5.378,9.502,0.188,0.005,0.065,0.309
1.294,0.012,0.961,1.462,6.284,1.359,5.111,9.336,0.243,0.002,0.117,0.336
1.077,0.034,0.946,2.286,6.216,2.038,4.972,11.053,0.256,0.002,0.115,0.333
2.386,0.76,0.742,5.183,7.053,2.061,5.808,9.983,0.152,0.003,0.052,0.267
1.751,0.269,0.584,2.788,6.521,1.986,5.172,10.077,0.215,0.002,0.078,0.279
1.418,0.178,0.435,2.183,6.235,2.266,4.895,10.618,0.256,0.003,0.059,0.358
1.129,0.12,0.326,1.776,6.292,2.624,4.762,10.42,0.26,0.003,0.049,0.357
1.047,0.43,0.237,4.429,6.495,3.764,4.467,12.643,0.261,0.004,0.059,0.386
2.236,0.736,1.44,4.804,5.899,1.998,4.42,9.425,0.282,0.003,0.099,0.405
1.616,0.148,1.075,2.679,6.126,2.165,4.239,10.042,0.262,0.005,0.103,0.37
1.231,0.103,0.781,2.099,6.437,2.856,4.464,11.637,0.254,0.006,0.054,0.402
0.98,0.071,0.59,1.66,6.897,4.515,4.726,15.754,0.241,0.006,0.065,0.408
0.764,0.049,0.431,1.331,7.326,4.316,4.574,14.97,0.225,0.008,0.032,0.388
1.892,0.401,1.03,3.534,5.991,1.538,4.556,10.382,0.282,0.004,0.097,0.386
1.407,0.132,0.89,2.296,6.297,1.944,4.688,11.636,0.259,0.005,0.11,0.373
1.085,0.086,0.718,1.775,6.82,2.478,4.944,12.743,0.241,0.008,0.052,0.424
0.815,0.059,0.495,1.422,7.456,4.011,4.767,13.964,0.212,0.007,0.026,0.392
0.661,0.054,0.411,1.508,7.409,4.566,4.888,14.903,0.236,0.008,0.026,0.439
1.735,0.318,1.238,3.375,6.079,1.222,4.412,9.412,0.277,0.008,0.091,0.443
1.213,0.125,0.612,2.238,6.39,1.406,4.498,9.848,0.263,0.008,0.039,0.45
0.931,0.07,0.582,1.712,6.717,2.018,4.812,11.21,0.25,0.007,0.052,0.411
0.703,0.044,0.441,1.299,6.799,3.529,4.744,14.129,0.266,0.007,0.026,0.408
0.626,0.092,0.329,1.531,6.585,2.005,4.858,11.982,0.277,0.007,0.039,0.443
1.623,0.359,0.949,3.37,5.696,0.898,4.2,8.547,0.307,0.006,0.071,0.458
1.146,0.125,0.732,2.152,6.062,1.101,4.54,9.089,0.288,0.006,0.156,0.462
0.826,0.074,0.508,1.621,6.22,1.319,4.386,9.895,0.292,0.008,0.11,0.477
0.628,0.045,0.353,1.218,6.163,1.366,4.39,9.218,0.3,0.005,0.143,0.473
0.462,0.027,0.251,0.929,6.128,1.183,4.647,8.858,0.31,0.004,0.123,0.408
1.51,0.448,0.789,3.771,5.534,1.039,4.128,8.828,0.33,0.004,0.221,0.442
1.052,0.135,0.555,2.083,5.732,1.196,4.316,8.652,0.325,0.004,0.182,0.46
0.769,0.074,0.454,1.575,5.927,1.392,4.098,9.566,0.312,0.006,0.117,0.435
0.549,0.047,0.265,1.185,6.12,0.971,4.422,8.403,0.301,0.005,0.136,0.466
0.428,0.036,0.234,1.109,6.13,1.229,4.459,8.481,0.319,0.007,0.156,0.462
1.429,0.311,0.872,3.19,5.279,0.875,3.607,8.254,0.353,0.006,0.156,0.466
0.941,0.128,0.376,1.923,5.814,1.383,3.902,8.599,0.322,0.008,0.117,0.489
0.687,0.063,0.318,1.42,5.726,1.075,3.846,9.173,0.33,0.005,0.191,0.474
0.501,0.036,0.248,1.08,6.171,1.019,4.466,8.171,0.309,0.007,0.104,0.496
0.506,0.386,0.161,3.848,6.11,1.245,4.359,9.289,0.308,0.005,0.143,0.447
1.595,0.677,0.63,4.475,5.652,1.13,4.104,9.013,0.325,0.006,0.177,0.45
1.039,0.211,0.404,2.404,6.018,1.617,3.918,10.235,0.301,0.006,0.149,0.485
0.726,0.119,0.285,1.691,5.949,1.055,4.355,9.273,0.315,0.006,0.058,0.45
0.536,0.064,0.189,1.182,6.196,1.732,4.303,10.608,0.304,0.006,0.128,0.447
0.385,0.035,0.127,0.878,6.089,1.337,4.024,8.96,0.321,0.006,0.147,0.466
1.396,0.481,0.461,3.567,5.375,0.917,3.988,8.579,0.347,0.004,0.147,0.461
0.933,0.159,0.332,1.941,5.9,1.766,3.52,10.696,0.321,0.006,0.143,0.481
0.66,0.083,0.232,1.332,5.914,1.809,3.935,11.652,0.326,0.007,0.089,0.45
0.459,0.047,0.148,0.955,6.013,1.536,4.476,9.477,0.324,0.005,0.142,0.469
0.354,0.028,0.107,0.881,6.018,1.083,4.237,9.779,0.319,0.005,0.152,0.439
1.318,0.364,0.586,3.056,5.388,0.969,3.549,8.62,0.358,0.006,0.225,0.532
0.826,0.136,0.294,1.802,5.479,0.869,3.701,8.996,0.347,0.005,0.181,0.485
0.592,0.074,0.196,1.292,5.692,0.787,3.713,7.765,0.337,0.006,0.162,0.506
0.424,0.04,0.148,0.962,5.962,1.292,4.209,9.179,0.325,0.006,0.149,0.469
0.404,0.168,0.102,2.796,5.841,1.169,4.087,8.479,0.334,0.006,0.149,0.447
1.291,0.452,0.397,3.342,5.308,0.794,3.647,8.572,0.365,0.005,0.182,0.481
0.814,0.147,0.343,1.84,5.47,0.884,4.14,8.494,0.352,0.005,0.147,0.511
0.545,0.081,0.157,1.229,5.584,0.899,3.982,8.021,0.351,0.005,0.191,0.489
0.392,0.04,0.124,0.888,5.871,1.446,3.624,10.107,0.342,0.005,0.188,0.473
0.274,0.019,0.085,0.643,5.831,1.153,3.885,8.322,0.346,0.006,0.156,0.481
1.162,0.365,0.316,2.984,5.23,1.35,3.469,8.414,0.377,0.004,0.196,0.558
0.746,0.123,0.178,1.7,5.493,1.031,3.598,8.438,0.355,0.005,0.175,0.506
0.507,0.059,0.177,1.175,5.634,1.14,3.863,8.667,0.349,0.006,0.191,0.5
0.342,0.028,0.088,0.84,5.413,0.725,3.752,7.503,0.37,0.004,0.214,0.511
0.254,0.018,0.07,0.614,5.646,1.23,3.947,8.486,0.368,0.005,0.117,0.462
1.215,0.453,0.427,3.242,4.972,0.821,3.633,8.938,0.39,0.003,0.266,0.513
0.729,0.169,0.119,1.752,5.359,0.861,3.775,8.038,0.375,0.005,0.169,0.497
0.502,0.078,0.119,1.252,5.257,0.779,3.678,7.849,0.383,0.004,0.201,0.496
0.349,0.038,0.083,0.872,5.491,1.009,3.615,8.043,0.371,0.004,0.24,0.508
0.303,0.045,0.048,0.977,5.564,0.959,3.724,8.719,0.372,0.004,0.246,0.51
1.194,0.575,0.287,4.064,5.063,0.791,3.852,8.505,0.393,0.003,0.255,0.511
0.72,0.177,0.225,1.959,5.311,0.783,3.973,8.405,0.374,0.004,0.253,0.513
0.467,0.081,0.123,1.264,5.326,0.99,3.796,8.006,0.382,0.005,0.172,0.503
0.331,0.041,0.081,0.892,5.344,0.744,4.049,7.744,0.385,0.002,0.26,0.458
0.228,0.018,0.062,0.582,5.412,0.804,3.517,7.894,0.386,0.004,0.211,0.492
1.096,0.466,0.273,3.301,4.989,0.982,3.62,8.417,0.391,0.004,0.247,0.49
0.667,0.155,0.168,1.897,5.177,0.886,3.413,8.177,0.383,0.004,0.201,0.513
0.442,0.073,0.114,1.351,5.261,0.772,3.764,7.623,0.38,0.003,0.247,0.487
0.293,0.039,0.062,0.991,5.441,0.91,3.205,7.93,0.382,0.004,0.221,0.532
