TrainLoss_mean,TrainLoss_std,TrainLoss_min,TrainLoss_max,ValidationLoss_mean,ValidationLoss_std,ValidationLoss_min,ValidationLoss_max,ValidationAccuracy_mean,ValidationAccuracy_std,ValidationAccuracy_min,ValidationAccuracy_max
0.75,0.128,0.175,1.453,8.052,12.731,2.557,17.793,0.247,0.021,0.09,0.615
0.652,0.098,0.136,1.265,8.979,19.661,2.56,19.937,0.237,0.018,0.08,0.63
0.608,0.114,0.122,1.565,9.339,23.776,2.103,22.038,0.235,0.021,0.049,0.577
1.043,0.277,0.227,2.246,6.497,7.767,2.312,13.874,0.279,0.023,0.049,0.668
0.806,0.152,0.171,1.488,7.466,10.31,2.316,13.616,0.247,0.021,0.089,0.645
0.67,0.11,0.131,1.225,8.372,16.646,2.4,19.445,0.252,0.02,0.08,0.62
0.587,0.086,0.112,1.064,8.62,20.689,2.062,22.946,0.255,0.024,0.049,0.672
0.513,0.068,0.102,0.939,8.495,21.372,2.663,23.172,0.274,0.024,0.049,0.687
1.003,0.272,0.207,2.474,6.169,8.523,2.248,14.215,0.311,0.027,0.085,0.683
0.774,0.14,0.151,1.549,7.272,13.928,2.248,20.598,0.273,0.025,0.057,0.653
0.652,0.104,0.111,1.276,7.322,11.172,2.633,17.372,0.279,0.024,0.057,0.653
0.55,0.076,0.094,1.075,7.891,17.183,2.327,19.605,0.274,0.028,0.079,0.698
0.499,0.079,0.071,1.486,7.735,15.485,2.431,18.39,0.29,0.029,0.091,0.698
0.994,0.302,0.176,2.692,5.595,5.913,2.037,11.565,0.342,0.025,0.102,0.687
0.723,0.137,0.11,1.561,6.566,8.126,2.53,13.064,0.301,0.026,0.085,0.698
0.614,0.102,0.084,1.246,6.746,12.553,2.293,17.023,0.316,0.03,0.107,0.687
0.53,0.078,0.072,1.071,7.048,12.588,2.693,22.175,0.305,0.028,0.066,0.683
0.533,0.159,0.054,1.97,6.787,17.554,2.494,26.486,0.327,0.028,0.089,0.679
0.954,0.306,0.155,2.454,5.458,7.953,2.513,12.948,0.353,0.032,0.081,0.702
0.706,0.146,0.091,1.52,6.124,10.194,2.484,13.495,0.34,0.031,0.081,0.706
0.579,0.1,0.062,1.253,6.195,10.071,2.833,20.394,0.341,0.034,0.089,0.683
0.497,0.074,0.062,1.062,6.276,9.93,2.682,19.581,0.343,0.032,0.074,0.694
0.43,0.058,0.047,0.917,6.494,12.672,2.876,19.73,0.352,0.034,0.066,0.702
0.959,0.367,0.133,2.474,4.585,3.205,2.386,12.453,0.398,0.033,0.102,0.694
0.698,0.153,0.086,1.436,5.306,5.97,2.559,12.699,0.37,0.036,0.073,0.709
0.579,0.106,0.06,1.191,5.601,6.912,2.298,14.115,0.352,0.031,0.073,0.687
0.478,0.076,0.048,1.018,5.555,6.725,2.166,13.967,0.374,0.036,0.074,0.687
0.431,0.075,0.051,1.379,5.088,3.579,2.313,9.942,0.389,0.032,0.098,0.689
0.909,0.318,0.114,2.536,4.461,2.05,2.401,9.493,0.392,0.031,0.081,0.728
0.645,0.135,0.05,1.509,4.44,2.38,2.022,9.312,0.406,0.028,0.164,0.694
0.539,0.097,0.05,1.228,4.826,2.861,2.539,9.71,0.403,0.031,0.098,0.695
0.46,0.073,0.042,1.042,4.874,3.221,2.248,10.644,0.395,0.035,0.066,0.698
0.419,0.074,0.038,1.257,4.817,2.597,2.569,8.457,0.41,0.035,0.074,0.721
0.876,0.308,0.09,2.487,4.089,1.147,2.285,7.256,0.43,0.03,0.081,0.694
0.633,0.14,0.055,1.521,4.386,1.728,2.17,7.876,0.401,0.031,0.081,0.675
0.51,0.093,0.044,1.211,4.472,2.271,2.32,8.494,0.424,0.03,0.106,0.735
0.433,0.067,0.042,1.024,4.644,7.35,2.233,20.43,0.433,0.035,0.065,0.706
0.37,0.05,0.033,0.879,4.58,2.684,2.375,10.236,0.431,0.035,0.065,0.743
0.89,0.383,0.089,3.703,3.898,1.257,1.999,7.268,0.437,0.032,0.089,0.724
0.646,0.135,0.054,1.472,4.373,2.712,2.65,11.751,0.413,0.03,0.089,0.691
0.526,0.091,0.037,1.182,4.504,3.298,2.391,11.775,0.423,0.034,0.066,0.687
0.437,0.064,0.029,1.004,3.995,0.979,2.334,6.153,0.455,0.028,0.115,0.717
