FederationsCount
49.0
6.0
3.0
2.0
1.0
1.0
8.0
6.0
9.0
9.0
13.0
21.0
17.0
17.0
19.0
21.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
23.0
23.0
21.0
21.0
19.0
19.0
19.0
19.0
18.0
17.0
15.0
15.0
14.0
15.0
15.0
15.0
15.0
15.0
15.0
13.0
12.0
12.0
12.0
12.0
10.0
10.0
10.0
10.0
10.0
9.0
8.0
8.0
7.0
6.0
6.0
6.0
6.0
6.0
5.0
5.0
5.0
5.0
